DateTime,Time (s),Position (m),Temperature (C),,,,,,,
05/13/2020 01:59:26 pm,14375,0.1641,71,,,,,,,
05/13/2020 01:59:36 pm,14385,0.1684,70.8,,,,,,,
05/13/2020 01:59:46 pm,14395,0.1658,70.7,,,,,,,
05/13/2020 01:59:56 pm,14405,0.1624,70.6,,,,,,,
05/13/2020 02:00:06 pm,14415,0.1646,70.5,,,,,,,
05/13/2020 02:00:16 pm,14425,0.1631,70.7,,,,,,,
05/13/2020 02:00:26 pm,14435,0.1608,70.6,,,,,,,
05/13/2020 02:00:36 pm,14445,0.1651,71,,,,,,,
05/13/2020 02:00:46 pm,14455,0.162,70.8,,,,,,,
05/13/2020 02:00:56 pm,14465,0.1629,70.7,,,,,,,
05/13/2020 02:01:06 pm,14475,0.1694,70.8,,,,,,,
05/13/2020 02:01:16 pm,14485,0.1696,70.9,,,,,,,
05/13/2020 02:01:26 pm,14495,0.1648,70.7,,,,,,,
05/13/2020 02:01:36 pm,14505,0.1627,70.5,,,,,,,
05/13/2020 02:01:46 pm,14515,0.168,70.5,,,,,,,
05/13/2020 02:01:56 pm,14525,0.1631,70.3,,,,,,,
05/13/2020 02:02:06 pm,14535,0.1639,70.3,,,,,,,
05/13/2020 02:02:16 pm,14545,0.1639,70.5,,,,,,,
05/13/2020 02:02:26 pm,14555,0.1665,70.7,,,,,,,
05/13/2020 02:02:36 pm,14565,0.1679,70.5,,,,,,,
05/13/2020 02:02:46 pm,14575,0.1706,71,,,,,,,
05/13/2020 02:02:56 pm,14585,0.1677,70.8,,,,,,,
05/13/2020 02:03:06 pm,14595,0.1655,70.8,,,,,,,
05/13/2020 02:03:16 pm,14605,0.1698,71,,,,,,,
05/13/2020 02:03:26 pm,14615,0.1622,70.8,,,,,,,
05/13/2020 02:03:36 pm,14625,0.1689,71.2,,,,,,,
05/13/2020 02:03:46 pm,14635,0.167,70.8,,,,,,,
05/13/2020 02:03:56 pm,14645,0.1631,71.1,,,,,,,
05/13/2020 02:04:06 pm,14655,0.167,71.1,,,,,,,
05/13/2020 02:04:16 pm,14665,0.166,70.9,,,,,,,
05/13/2020 02:04:26 pm,14675,0.1663,70.9,,,,,,,
05/13/2020 02:04:36 pm,14685,0.1631,71,,,,,,,
05/13/2020 02:04:46 pm,14695,0.1644,70.7,,,,,,,
05/13/2020 02:04:56 pm,14705,0.1679,70.5,,,,,,,
05/13/2020 02:05:06 pm,14715,0.1696,70.7,,,,,,,
05/13/2020 02:05:16 pm,14725,0.1679,70.7,,,,,,,
05/13/2020 02:05:26 pm,14735,0.1632,70.8,,,,,,,
05/13/2020 02:05:36 pm,14745,0.1705,70.6,,,,,,,
05/13/2020 02:05:46 pm,14755,0.1649,70.6,,,,,,,
05/13/2020 02:05:56 pm,14765,0.1663,70.7,,,,,,,
05/13/2020 02:06:06 pm,14775,0.1637,70.5,,,,,,,
05/13/2020 02:06:16 pm,14785,0.1668,70.6,,,,,,,
05/13/2020 02:06:26 pm,14795,0.1655,70.3,,,,,,,
05/13/2020 02:06:36 pm,14805,0.1662,70.5,,,,,,,
05/13/2020 02:06:46 pm,14815,0.1624,70.6,,,,,,,
05/13/2020 02:06:56 pm,14825,0.1694,70.9,,,,,,,
05/13/2020 02:07:06 pm,14835,0.1665,70.7,,,,,,,
05/13/2020 02:07:16 pm,14845,0.1624,70.7,,,,,,,
05/13/2020 02:07:26 pm,14855,0.1627,70.7,,,,,,,
05/13/2020 02:07:36 pm,14865,0.1624,70.9,,,,,,,
05/13/2020 02:07:46 pm,14875,0.1649,71,,,,,,,
05/13/2020 02:07:56 pm,14885,0.1646,71,,,,,,,
05/13/2020 02:08:06 pm,14895,0.1644,70.7,,,,,,,
05/13/2020 02:08:16 pm,14905,0.1646,70.9,,,,,,,
05/13/2020 02:08:26 pm,14915,0.1613,70.9,,,,,,,
05/13/2020 02:08:36 pm,14925,0.1634,70.9,,,,,,,
05/13/2020 02:08:46 pm,14935,0.1691,71,,,,,,,
05/13/2020 02:08:56 pm,14945,0.1649,70.6,,,,,,,
05/13/2020 02:09:06 pm,14955,0.1658,70.9,,,,,,,
05/13/2020 02:09:16 pm,14965,0.1701,70.9,,,,,,,
05/13/2020 02:09:26 pm,14975,0.1672,71.1,,,,,,,
05/13/2020 02:09:36 pm,14985,0.1644,70.5,,,,,,,
05/13/2020 02:09:46 pm,14995,0.1708,70.6,,,,,,,
05/13/2020 02:09:56 pm,15005,0.1737,70.7,,,,,,,
05/13/2020 02:10:06 pm,15015,0.1715,70.9,,,,,,,
05/13/2020 02:10:16 pm,15025,0.166,70.8,,,,,,,
05/13/2020 02:10:26 pm,15035,0.1698,71.1,,,,,,,
05/13/2020 02:10:36 pm,15045,0.1665,71.2,,,,,,,
05/13/2020 02:10:46 pm,15055,0.1634,71.1,,,,,,,
05/13/2020 02:10:56 pm,15065,0.1643,71,,,,,,,
05/13/2020 02:11:06 pm,15075,0.1699,71.2,,,,,,,
05/13/2020 02:11:16 pm,15085,0.1674,71.3,,,,,,,
05/13/2020 02:11:26 pm,15095,0.167,71.1,,,,,,,
05/13/2020 02:11:36 pm,15105,0.1631,71.2,,,,,,,
05/13/2020 02:11:46 pm,15115,0.1665,71.1,,,,,,,
05/13/2020 02:11:56 pm,15125,0.167,71.1,,,,,,,
05/13/2020 02:12:06 pm,15135,0.1705,70.9,,,,,,,
05/13/2020 02:12:16 pm,15145,0.1639,70.7,,,,,,,
05/13/2020 02:12:26 pm,15155,0.1679,70.6,,,,,,,
05/13/2020 02:12:36 pm,15165,0.1629,71.1,,,,,,,
05/13/2020 02:12:46 pm,15175,0.1662,70.7,,,,,,,
05/13/2020 02:12:56 pm,15185,0.1692,70.9,,,,,,,
05/13/2020 02:13:06 pm,15195,0.1713,70.8,,,,,,,
05/13/2020 02:13:16 pm,15205,0.1636,70.7,,,,,,,
05/13/2020 02:13:26 pm,15215,0.1665,70.8,,,,,,,
05/13/2020 02:13:36 pm,15225,0.1644,70.7,,,,,,,
05/13/2020 02:13:46 pm,15235,0.1643,71.1,,,,,,,
05/13/2020 02:13:56 pm,15245,0.1636,71,,,,,,,
05/13/2020 02:14:06 pm,15255,0.166,70.9,,,,,,,
05/13/2020 02:14:16 pm,15265,0.171,71.4,,,,,,,
05/13/2020 02:14:26 pm,15275,0.1636,71.2,,,,,,,
05/13/2020 02:14:36 pm,15285,0.1634,71.3,,,,,,,
05/13/2020 02:14:46 pm,15295,0.1631,71.3,,,,,,,
05/13/2020 02:14:56 pm,15305,0.1644,71.2,,,,,,,
05/13/2020 02:15:06 pm,15315,0.1686,71.3,,,,,,,
05/13/2020 02:15:16 pm,15325,0.1624,71.2,,,,,,,
05/13/2020 02:15:26 pm,15335,0.1665,71.1,,,,,,,
05/13/2020 02:15:36 pm,15345,0.1703,71.6,,,,,,,
05/13/2020 02:15:46 pm,15355,0.1629,71.3,,,,,,,
05/13/2020 02:15:56 pm,15365,0.1665,71.5,,,,,,,
05/13/2020 02:16:06 pm,15375,0.1631,71.5,,,,,,,
05/13/2020 02:16:16 pm,15385,0.167,71.7,,,,,,,
05/13/2020 02:16:26 pm,15395,0.1637,71.5,,,,,,,
05/13/2020 02:16:36 pm,15405,0.1699,71.5,,,,,,,
05/13/2020 02:16:46 pm,15415,0.1667,71.1,,,,,,,
05/13/2020 02:16:56 pm,15425,0.1636,71.1,,,,,,,
05/13/2020 02:17:06 pm,15435,0.1665,71.5,,,,,,,
05/13/2020 02:17:16 pm,15445,0.1644,71.1,,,,,,,
05/13/2020 02:17:26 pm,15455,0.1723,71.1,,,,,,,
05/13/2020 02:17:36 pm,15465,0.1662,71.1,,,,,,,
05/13/2020 02:17:46 pm,15475,0.1672,71.1,,,,,,,
05/13/2020 02:17:56 pm,15485,0.1649,71,,,,,,,
05/13/2020 02:18:06 pm,15495,0.1631,71.2,,,,,,,
05/13/2020 02:18:16 pm,15505,0.1711,71.5,,,,,,,
05/13/2020 02:18:26 pm,15515,0.1641,71.1,,,,,,,
05/13/2020 02:18:36 pm,15525,0.1643,71.4,,,,,,,
05/13/2020 02:18:46 pm,15535,0.1668,71.4,,,,,,,
05/13/2020 02:18:56 pm,15545,0.1634,71.6,,,,,,,
05/13/2020 02:19:06 pm,15555,0.1708,71.1,,,,,,,
05/13/2020 02:19:16 pm,15565,0.167,71.5,,,,,,,
05/13/2020 02:19:26 pm,15575,0.1663,71.5,,,,,,,
05/13/2020 02:19:36 pm,15585,0.1668,71.7,,,,,,,
05/13/2020 02:19:46 pm,15595,0.1658,71.7,,,,,,,
05/13/2020 02:19:56 pm,15605,0.166,71.6,,,,,,,
05/13/2020 02:20:06 pm,15615,0.1644,71.3,,,,,,,
05/13/2020 02:20:16 pm,15625,0.1667,71.4,,,,,,,
05/13/2020 02:20:26 pm,15635,0.166,71.5,,,,,,,
05/13/2020 02:20:36 pm,15645,0.1662,71.5,,,,,,,
05/13/2020 02:20:46 pm,15655,0.1718,71.3,,,,,,,
05/13/2020 02:20:56 pm,15665,0.1677,71.1,,,,,,,
05/13/2020 02:21:06 pm,15675,0.1706,70.9,,,,,,,
05/13/2020 02:21:16 pm,15685,0.1648,70.8,,,,,,,
05/13/2020 02:21:26 pm,15695,0.1639,71,,,,,,,
05/13/2020 02:21:36 pm,15705,0.1631,71,,,,,,,
05/13/2020 02:21:46 pm,15715,0.1696,71,,,,,,,
05/13/2020 02:21:56 pm,15725,0.172,71.1,,,,,,,
05/13/2020 02:22:06 pm,15735,0.167,71.5,,,,,,,
05/13/2020 02:22:16 pm,15745,0.1658,71.7,,,,,,,
05/13/2020 02:22:26 pm,15755,0.1703,71.7,,,,,,,
05/13/2020 02:22:36 pm,15765,0.1649,71.9,,,,,,,
05/13/2020 02:22:46 pm,15775,0.1643,71.7,,,,,,,
05/13/2020 02:22:56 pm,15785,0.1711,71.6,,,,,,,
05/13/2020 02:23:06 pm,15795,0.172,71.8,,,,,,,
05/13/2020 02:23:16 pm,15805,0.1627,71.9,,,,,,,
05/13/2020 02:23:26 pm,15815,0.1643,71.5,,,,,,,
05/13/2020 02:23:36 pm,15825,0.1644,71.8,,,,,,,
05/13/2020 02:23:46 pm,15835,0.1698,71.5,,,,,,,
05/13/2020 02:23:56 pm,15845,0.1648,71.5,,,,,,,
05/13/2020 02:24:06 pm,15855,0.1718,71.5,,,,,,,
05/13/2020 02:24:16 pm,15865,0.1682,71.5,,,,,,,
05/13/2020 02:24:26 pm,15875,0.1653,71.6,,,,,,,
05/13/2020 02:24:36 pm,15885,0.171,71.6,,,,,,,
05/13/2020 02:24:46 pm,15895,0.1641,71.8,,,,,,,
05/13/2020 02:24:56 pm,15905,0.171,71.5,,,,,,,
05/13/2020 02:25:06 pm,15915,0.1686,71.4,,,,,,,
05/13/2020 02:25:16 pm,15925,0.1655,71.1,,,,,,,
05/13/2020 02:25:26 pm,15935,0.1646,71.4,,,,,,,
05/13/2020 02:25:36 pm,15945,0.166,71.4,,,,,,,
05/13/2020 02:25:46 pm,15955,0.1667,71.5,,,,,,,
05/13/2020 02:25:56 pm,15965,0.168,71.4,,,,,,,
05/13/2020 02:26:06 pm,15975,0.1672,71.4,,,,,,,
05/13/2020 02:26:16 pm,15985,0.1684,71.5,,,,,,,
05/13/2020 02:26:26 pm,15995,0.1651,71.6,,,,,,,
05/13/2020 02:26:36 pm,16005,0.1684,71.4,,,,,,,
05/13/2020 02:26:46 pm,16015,0.1641,71.4,,,,,,,
05/13/2020 02:26:56 pm,16025,0.1655,71.5,,,,,,,
05/13/2020 02:27:06 pm,16035,0.1713,71.4,,,,,,,
05/13/2020 02:27:16 pm,16045,0.1687,71.6,,,,,,,
05/13/2020 02:27:26 pm,16055,0.1648,71.2,,,,,,,
05/13/2020 02:27:36 pm,16065,0.1649,71.5,,,,,,,
05/13/2020 02:27:46 pm,16075,0.1674,71.4,,,,,,,
05/13/2020 02:27:56 pm,16085,0.168,71.5,,,,,,,
05/13/2020 02:28:06 pm,16095,0.1687,71.7,,,,,,,
05/13/2020 02:28:16 pm,16105,0.1663,71.5,,,,,,,
05/13/2020 02:28:26 pm,16115,0.1668,71.5,,,,,,,
05/13/2020 02:28:36 pm,16125,0.1663,71.5,,,,,,,
05/13/2020 02:28:46 pm,16135,0.1668,71.3,,,,,,,
05/13/2020 02:28:56 pm,16145,0.1658,71.3,,,,,,,
05/13/2020 02:29:06 pm,16155,0.1658,71,,,,,,,
05/13/2020 02:29:16 pm,16165,0.167,71.1,,,,,,,
05/13/2020 02:29:26 pm,16175,0.1656,71.2,,,,,,,
05/13/2020 02:29:36 pm,16185,0.167,71.4,,,,,,,
05/13/2020 02:29:46 pm,16195,0.1665,71.2,,,,,,,
05/13/2020 02:29:56 pm,16205,0.1717,71.5,,,,,,,
05/13/2020 02:30:06 pm,16215,0.1651,71.7,,,,,,,
05/13/2020 02:30:16 pm,16225,0.1692,72,,,,,,,
05/13/2020 02:30:26 pm,16235,0.1656,71.3,,,,,,,
05/13/2020 02:30:36 pm,16245,0.1656,71.7,,,,,,,
05/13/2020 02:30:46 pm,16255,0.167,71.5,,,,,,,
05/13/2020 02:30:56 pm,16265,0.1727,71.8,,,,,,,
05/13/2020 02:31:06 pm,16275,0.1675,71.6,,,,,,,
05/13/2020 02:31:16 pm,16285,0.1677,71.5,,,,,,,
05/13/2020 02:31:26 pm,16295,0.1646,71.6,,,,,,,
05/13/2020 02:31:36 pm,16305,0.1713,71.5,,,,,,,
05/13/2020 02:31:46 pm,16315,0.1675,71.9,,,,,,,
05/13/2020 02:31:56 pm,16325,0.1746,71.5,,,,,,,
05/13/2020 02:32:06 pm,16335,0.1658,71.7,,,,,,,
05/13/2020 02:32:16 pm,16345,0.1658,71.4,,,,,,,
05/13/2020 02:32:26 pm,16355,0.1698,71.4,,,,,,,
05/13/2020 02:32:36 pm,16365,0.1675,71.7,,,,,,,
05/13/2020 02:32:46 pm,16375,0.1651,71.6,,,,,,,
05/13/2020 02:32:56 pm,16385,0.1663,71.5,,,,,,,
05/13/2020 02:33:06 pm,16395,0.172,71.4,,,,,,,
05/13/2020 02:33:16 pm,16405,0.1694,71.3,,,,,,,
05/13/2020 02:33:26 pm,16415,0.1701,71.3,,,,,,,
05/13/2020 02:33:36 pm,16425,0.1686,71.4,,,,,,,
05/13/2020 02:33:46 pm,16435,0.1689,71.6,,,,,,,
05/13/2020 02:33:56 pm,16445,0.173,71.5,,,,,,,
05/13/2020 02:34:06 pm,16455,0.1674,71.7,,,,,,,
05/13/2020 02:34:16 pm,16465,0.1679,71.6,,,,,,,
05/13/2020 02:34:26 pm,16475,0.1729,71.6,,,,,,,
05/13/2020 02:34:36 pm,16485,0.1651,71.4,,,,,,,
05/13/2020 02:34:46 pm,16495,0.1684,71.5,,,,,,,
05/13/2020 02:34:56 pm,16505,0.1667,71.5,,,,,,,
05/13/2020 02:35:06 pm,16515,0.1729,71.3,,,,,,,
05/13/2020 02:35:16 pm,16525,0.1713,71.4,,,,,,,
05/13/2020 02:35:26 pm,16535,0.1668,71.5,,,,,,,
05/13/2020 02:35:36 pm,16545,0.1646,71.4,,,,,,,
05/13/2020 02:35:46 pm,16555,0.1655,71.5,,,,,,,
05/13/2020 02:35:56 pm,16565,0.1651,71.4,,,,,,,
05/13/2020 02:36:06 pm,16575,0.1727,71.6,,,,,,,
05/13/2020 02:36:16 pm,16585,0.1735,71.5,,,,,,,
05/13/2020 02:36:26 pm,16595,0.1723,71.5,,,,,,,
05/13/2020 02:36:36 pm,16605,0.1717,71.4,,,,,,,
05/13/2020 02:36:46 pm,16615,0.1662,71.5,,,,,,,
05/13/2020 02:36:56 pm,16625,0.1653,71.8,,,,,,,
05/13/2020 02:37:06 pm,16635,0.1718,71.7,,,,,,,
05/13/2020 02:37:16 pm,16645,0.1649,71.7,,,,,,,
05/13/2020 02:37:26 pm,16655,0.1722,71.6,,,,,,,
05/13/2020 02:37:36 pm,16665,0.1643,71.8,,,,,,,
05/13/2020 02:37:46 pm,16675,0.1651,72,,,,,,,
05/13/2020 02:37:56 pm,16685,0.1689,71.8,,,,,,,
05/13/2020 02:38:06 pm,16695,0.168,71.8,,,,,,,
05/13/2020 02:38:16 pm,16705,0.1701,72,,,,,,,
05/13/2020 02:38:26 pm,16715,0.1665,71.7,,,,,,,
05/13/2020 02:38:36 pm,16725,0.1682,72,,,,,,,
05/13/2020 02:38:46 pm,16735,0.1722,72,,,,,,,
05/13/2020 02:38:56 pm,16745,0.1684,71.8,,,,,,,
05/13/2020 02:39:06 pm,16755,0.1667,71.6,,,,,,,
05/13/2020 02:39:16 pm,16765,0.166,71.5,,,,,,,
05/13/2020 02:39:26 pm,16775,0.1717,71.5,,,,,,,
05/13/2020 02:39:36 pm,16785,0.1656,71.5,,,,,,,
05/13/2020 02:39:46 pm,16795,0.1658,71.7,,,,,,,
05/13/2020 02:39:56 pm,16805,0.1677,71.4,,,,,,,
05/13/2020 02:40:06 pm,16815,0.1722,71.6,,,,,,,
05/13/2020 02:40:16 pm,16825,0.1648,71.4,,,,,,,
05/13/2020 02:40:26 pm,16835,0.1677,71.8,,,,,,,
05/13/2020 02:40:36 pm,16845,0.1682,71.5,,,,,,,
05/13/2020 02:40:46 pm,16855,0.1679,71.9,,,,,,,
05/13/2020 02:40:56 pm,16865,0.1667,71.5,,,,,,,
05/13/2020 02:41:06 pm,16875,0.1698,71.6,,,,,,,
05/13/2020 02:41:16 pm,16885,0.1727,71.8,,,,,,,
05/13/2020 02:41:26 pm,16895,0.1651,71.6,,,,,,,
05/13/2020 02:41:36 pm,16905,0.1689,71.7,,,,,,,
05/13/2020 02:41:46 pm,16915,0.1717,71.7,,,,,,,
05/13/2020 02:41:56 pm,16925,0.1689,71.9,,,,,,,
05/13/2020 02:42:06 pm,16935,0.1675,71.8,,,,,,,
05/13/2020 02:42:16 pm,16945,0.1672,72,,,,,,,
05/13/2020 02:42:26 pm,16955,0.1729,72.2,,,,,,,
05/13/2020 02:42:36 pm,16965,0.1691,72.3,,,,,,,
05/13/2020 02:42:46 pm,16975,0.1677,72,,,,,,,
05/13/2020 02:42:56 pm,16985,0.1655,71.9,,,,,,,
05/13/2020 02:43:06 pm,16995,0.1649,71.8,,,,,,,
05/13/2020 02:43:16 pm,17005,0.1677,72,,,,,,,
05/13/2020 02:43:26 pm,17015,0.1684,72.1,,,,,,,
05/13/2020 02:43:36 pm,17025,0.1668,72,,,,,,,
05/13/2020 02:43:46 pm,17035,0.1691,71.8,,,,,,,
05/13/2020 02:43:56 pm,17045,0.1706,71.5,,,,,,,
05/13/2020 02:44:06 pm,17055,0.168,71.7,,,,,,,
05/13/2020 02:44:16 pm,17065,0.1686,71.6,,,,,,,
05/13/2020 02:44:26 pm,17075,0.1696,71.4,,,,,,,
05/13/2020 02:44:36 pm,17085,0.1751,71.5,,,,,,,
05/13/2020 02:44:46 pm,17095,0.1696,71.4,,,,,,,
05/13/2020 02:44:56 pm,17105,0.1744,71.5,,,,,,,
05/13/2020 02:45:06 pm,17115,0.1667,71.7,,,,,,,
05/13/2020 02:45:16 pm,17125,0.1717,71.6,,,,,,,
05/13/2020 02:45:26 pm,17135,0.1674,71.7,,,,,,,
05/13/2020 02:45:36 pm,17145,0.1718,71.8,,,,,,,
05/13/2020 02:45:46 pm,17155,0.1708,71.9,,,,,,,
05/13/2020 02:45:56 pm,17165,0.1691,71.8,,,,,,,
05/13/2020 02:46:06 pm,17175,0.172,71.8,,,,,,,
05/13/2020 02:46:16 pm,17185,0.1674,71.8,,,,,,,
05/13/2020 02:46:26 pm,17195,0.1694,71.9,,,,,,,
05/13/2020 02:46:36 pm,17205,0.1662,72,,,,,,,
05/13/2020 02:46:46 pm,17215,0.1722,72.2,,,,,,,
05/13/2020 02:46:56 pm,17225,0.1691,71.7,,,,,,,
05/13/2020 02:47:06 pm,17235,0.1744,72,,,,,,,
05/13/2020 02:47:16 pm,17245,0.1656,71.7,,,,,,,
05/13/2020 02:47:26 pm,17255,0.1689,72,,,,,,,
05/13/2020 02:47:36 pm,17265,0.1689,71.6,,,,,,,
05/13/2020 02:47:46 pm,17275,0.1713,72,,,,,,,
05/13/2020 02:47:56 pm,17285,0.1644,71.9,,,,,,,
05/13/2020 02:48:06 pm,17295,0.1735,72,,,,,,,
05/13/2020 02:48:16 pm,17305,0.1746,71.6,,,,,,,
05/13/2020 02:48:26 pm,17315,0.1694,71.6,,,,,,,
05/13/2020 02:48:36 pm,17325,0.1674,71.6,,,,,,,
05/13/2020 02:48:46 pm,17335,0.1658,71.9,,,,,,,
05/13/2020 02:48:56 pm,17345,0.1672,71.7,,,,,,,
05/13/2020 02:49:06 pm,17355,0.1708,71.8,,,,,,,
05/13/2020 02:49:16 pm,17365,0.1746,71.9,,,,,,,
05/13/2020 02:49:26 pm,17375,0.1691,72.3,,,,,,,
05/13/2020 02:49:36 pm,17385,0.1668,71.9,,,,,,,
05/13/2020 02:49:46 pm,17395,0.1708,71.9,,,,,,,
05/13/2020 02:49:56 pm,17405,0.1711,71.9,,,,,,,
05/13/2020 02:50:06 pm,17415,0.1751,71.8,,,,,,,
05/13/2020 02:50:16 pm,17425,0.1667,71.9,,,,,,,
05/13/2020 02:50:26 pm,17435,0.1684,72.3,,,,,,,
05/13/2020 02:50:36 pm,17445,0.1734,72,,,,,,,
05/13/2020 02:50:46 pm,17455,0.1689,71.8,,,,,,,
05/13/2020 02:50:56 pm,17465,0.1734,71.9,,,,,,,
05/13/2020 02:51:06 pm,17475,0.1732,71.9,,,,,,,
05/13/2020 02:51:16 pm,17485,0.1674,71.9,,,,,,,
05/13/2020 02:51:26 pm,17495,0.1694,71.8,,,,,,,
05/13/2020 02:51:36 pm,17505,0.1675,72,,,,,,,
05/13/2020 02:51:46 pm,17515,0.1694,71.9,,,,,,,
05/13/2020 02:51:56 pm,17525,0.1675,71.8,,,,,,,
05/13/2020 02:52:06 pm,17535,0.1696,71.8,,,,,,,
05/13/2020 02:52:16 pm,17545,0.1689,71.5,,,,,,,
05/13/2020 02:52:26 pm,17555,0.173,71.9,,,,,,,
05/13/2020 02:52:36 pm,17565,0.1691,71.8,,,,,,,
05/13/2020 02:52:46 pm,17575,0.1742,72,,,,,,,
05/13/2020 02:52:56 pm,17585,0.1674,71.6,,,,,,,
05/13/2020 02:53:06 pm,17595,0.1687,71.6,,,,,,,
05/13/2020 02:53:16 pm,17605,0.1749,72,,,,,,,
05/13/2020 02:53:26 pm,17615,0.167,72.1,,,,,,,
05/13/2020 02:53:36 pm,17625,0.168,72.4,,,,,,,
05/13/2020 02:53:46 pm,17635,0.171,72,,,,,,,
05/13/2020 02:53:56 pm,17645,0.1667,72,,,,,,,
05/13/2020 02:54:06 pm,17655,0.1684,72.2,,,,,,,
05/13/2020 02:54:16 pm,17665,0.1705,72.1,,,,,,,
05/13/2020 02:54:26 pm,17675,0.171,72,,,,,,,
05/13/2020 02:54:36 pm,17685,0.1679,72,,,,,,,
05/13/2020 02:54:46 pm,17695,0.1663,72,,,,,,,
05/13/2020 02:54:56 pm,17705,0.1735,71.9,,,,,,,
05/13/2020 02:55:06 pm,17715,0.168,72,,,,,,,
05/13/2020 02:55:16 pm,17725,0.172,72.1,,,,,,,
05/13/2020 02:55:26 pm,17735,0.1735,71.9,,,,,,,
05/13/2020 02:55:36 pm,17745,0.1691,71.9,,,,,,,
05/13/2020 02:55:46 pm,17755,0.1679,72,,,,,,,
05/13/2020 02:55:56 pm,17765,0.1679,71.7,,,,,,,
05/13/2020 02:56:06 pm,17775,0.1705,71.8,,,,,,,
05/13/2020 02:56:16 pm,17785,0.1701,71.6,,,,,,,
05/13/2020 02:56:26 pm,17795,0.1696,71.7,,,,,,,
05/13/2020 02:56:36 pm,17805,0.1662,72,,,,,,,
05/13/2020 02:56:46 pm,17815,0.173,71.8,,,,,,,
05/13/2020 02:56:56 pm,17825,0.1739,71.8,,,,,,,
05/13/2020 02:57:06 pm,17835,0.167,72,,,,,,,
05/13/2020 02:57:16 pm,17845,0.1749,72,,,,,,,
05/13/2020 02:57:26 pm,17855,0.1729,72.3,,,,,,,
05/13/2020 02:57:36 pm,17865,0.1677,72.3,,,,,,,
05/13/2020 02:57:46 pm,17875,0.1658,72,,,,,,,
05/13/2020 02:57:56 pm,17885,0.1682,72.1,,,,,,,
05/13/2020 02:58:06 pm,17895,0.1677,71.7,,,,,,,
05/13/2020 02:58:16 pm,17905,0.1672,72.1,,,,,,,
05/13/2020 02:58:26 pm,17915,0.1703,71.8,,,,,,,
05/13/2020 02:58:36 pm,17925,0.1715,72.1,,,,,,,
05/13/2020 02:58:46 pm,17935,0.1699,71.9,,,,,,,
05/13/2020 02:58:56 pm,17945,0.167,72.2,,,,,,,
05/13/2020 02:59:06 pm,17955,0.1729,71.8,,,,,,,
05/13/2020 02:59:16 pm,17965,0.168,72.1,,,,,,,
05/13/2020 02:59:26 pm,17975,0.1665,72,,,,,,,
05/13/2020 02:59:36 pm,17985,0.1735,72,,,,,,,
05/13/2020 02:59:46 pm,17995,0.1705,72,,,,,,,
05/13/2020 02:59:56 pm,18005,0.1677,72.1,,,,,,,
05/13/2020 03:00:06 pm,18015,0.1705,72.3,,,,,,,
05/13/2020 03:00:16 pm,18025,0.1713,71.7,,,,,,,
05/13/2020 03:00:26 pm,18035,0.1703,71.9,,,,,,,
05/13/2020 03:00:36 pm,18045,0.1686,71.7,,,,,,,
05/13/2020 03:00:46 pm,18055,0.1725,72,,,,,,,
05/13/2020 03:00:56 pm,18065,0.1656,72,,,,,,,
05/13/2020 03:01:06 pm,18075,0.1711,72,,,,,,,
05/13/2020 03:01:16 pm,18085,0.1737,72.1,,,,,,,
05/13/2020 03:01:26 pm,18095,0.1692,72,,,,,,,
05/13/2020 03:01:36 pm,18105,0.168,72.1,,,,,,,
05/13/2020 03:01:46 pm,18115,0.1696,72,,,,,,,
05/13/2020 03:01:56 pm,18125,0.1703,72.2,,,,,,,
05/13/2020 03:02:06 pm,18135,0.1684,72,,,,,,,
05/13/2020 03:02:16 pm,18145,0.1746,72.2,,,,,,,
05/13/2020 03:02:26 pm,18155,0.1698,72.1,,,,,,,
05/13/2020 03:02:36 pm,18165,0.1715,71.9,,,,,,,
05/13/2020 03:02:46 pm,18175,0.1708,71.9,,,,,,,
05/13/2020 03:02:56 pm,18185,0.1677,71.9,,,,,,,
05/13/2020 03:03:06 pm,18195,0.1643,72.3,,,,,,,
05/13/2020 03:03:16 pm,18205,0.1672,71.9,,,,,,,
05/13/2020 03:03:26 pm,18215,0.168,71.9,,,,,,,
05/13/2020 03:03:36 pm,18225,0.1665,72.1,,,,,,,
05/13/2020 03:03:46 pm,18235,0.1746,71.8,,,,,,,
05/13/2020 03:03:56 pm,18245,0.1701,72.2,,,,,,,
05/13/2020 03:04:06 pm,18255,0.1748,71.9,,,,,,,
05/13/2020 03:04:16 pm,18265,0.1713,72.1,,,,,,,
05/13/2020 03:04:26 pm,18275,0.1694,72,,,,,,,
05/13/2020 03:04:36 pm,18285,0.1735,71.7,,,,,,,
05/13/2020 03:04:46 pm,18295,0.1675,71.8,,,,,,,
05/13/2020 03:04:56 pm,18305,0.1686,72.1,,,,,,,
05/13/2020 03:05:06 pm,18315,0.1711,71.8,,,,,,,
05/13/2020 03:05:16 pm,18325,0.1729,72.2,,,,,,,
05/13/2020 03:05:26 pm,18335,0.171,72.2,,,,,,,
05/13/2020 03:05:36 pm,18345,0.1698,72.1,,,,,,,
05/13/2020 03:05:46 pm,18355,0.1748,72.1,,,,,,,
05/13/2020 03:05:56 pm,18365,0.1717,72,,,,,,,
05/13/2020 03:06:06 pm,18375,0.1717,71.9,,,,,,,
05/13/2020 03:06:16 pm,18385,0.1718,72.5,,,,,,,
05/13/2020 03:06:26 pm,18395,0.1689,72.1,,,,,,,
