Date and Time,Time (s),Temperature (C),Position (m)
05/18/2020 10:51:55 AM,0,59.6,0.151
05/18/2020 10:52:05 AM,10,59.6,0.15
05/18/2020 10:52:15 AM,20,59.6,0.149
05/18/2020 10:52:25 AM,30,59.7,0.15
05/18/2020 10:52:35 AM,40,59.8,0.15
05/18/2020 10:52:45 AM,50,59.8,0.156
05/18/2020 10:52:55 AM,60,59.9,0.153
05/18/2020 10:53:05 AM,70,60.1,0.152
05/18/2020 10:53:15 AM,80,60.1,0.15
05/18/2020 10:53:25 AM,90,60.2,0.156
05/18/2020 10:53:35 AM,100,60.2,0.153
05/18/2020 10:53:45 AM,110,60.3,0.15
05/18/2020 10:53:55 AM,120,60.4,0.156
05/18/2020 10:54:05 AM,130,60.5,0.156
05/18/2020 10:54:15 AM,140,60.6,0.155
05/18/2020 10:54:25 AM,150,60.6,0.152
05/18/2020 10:54:35 AM,160,60.7,0.156
05/18/2020 10:54:45 AM,170,60.7,0.151
05/18/2020 10:54:55 AM,180,60.8,0.153
05/18/2020 10:55:05 AM,190,60.8,0.156
05/18/2020 10:55:15 AM,200,60.9,0.151
05/18/2020 10:55:25 AM,210,61,0.153
05/18/2020 10:55:35 AM,220,61,0.157
05/18/2020 10:55:45 AM,230,61,0.15
05/18/2020 10:55:55 AM,240,60.9,0.15
05/18/2020 10:56:05 AM,250,61,0.152
05/18/2020 10:56:15 AM,260,61,0.152
05/18/2020 10:56:25 AM,270,61.1,0.156
05/18/2020 10:56:35 AM,280,61.2,0.157
05/18/2020 10:56:45 AM,290,61.3,0.153
05/18/2020 10:56:55 AM,300,61.4,0.151
05/18/2020 10:57:05 AM,310,61.6,0.151
05/18/2020 10:57:15 AM,320,61.6,0.151
05/18/2020 10:57:25 AM,330,61.6,0.152
05/18/2020 10:57:35 AM,340,61.6,0.157
05/18/2020 10:57:45 AM,350,61.6,0.151
05/18/2020 10:57:55 AM,360,61.7,0.153
05/18/2020 10:58:05 AM,370,61.8,0.156
05/18/2020 10:58:15 AM,380,61.8,0.15
05/18/2020 10:58:25 AM,390,61.9,0.157
05/18/2020 10:58:35 AM,400,61.9,0.152
05/18/2020 10:58:45 AM,410,62,0.15
05/18/2020 10:58:55 AM,420,62,0.153
05/18/2020 10:59:05 AM,430,62,0.153
05/18/2020 10:59:15 AM,440,62,0.151
05/18/2020 10:59:25 AM,450,62,0.151
05/18/2020 10:59:35 AM,460,62.2,0.147
05/18/2020 10:59:45 AM,470,62.1,0.157
05/18/2020 10:59:55 AM,480,62.2,0.15
05/18/2020 11:00:05 AM,490,62.3,0.153
05/18/2020 11:00:15 AM,500,62.2,0.157
05/18/2020 11:00:25 AM,510,62.4,0.154
05/18/2020 11:00:35 AM,520,62.4,0.151
05/18/2020 11:00:45 AM,530,62.5,0.153
05/18/2020 11:00:55 AM,540,62.6,0.151
05/18/2020 11:01:05 AM,550,62.6,0.155
05/18/2020 11:01:15 AM,560,62.7,0.152
05/18/2020 11:01:25 AM,570,62.8,0.152
05/18/2020 11:01:35 AM,580,62.8,0.15
05/18/2020 11:01:45 AM,590,62.8,0.154
05/18/2020 11:01:55 AM,600,62.9,0.148
05/18/2020 11:02:05 AM,610,62.9,0.148
05/18/2020 11:02:15 AM,620,62.9,0.155
05/18/2020 11:02:25 AM,630,63,0.151
05/18/2020 11:02:35 AM,640,63,0.149
05/18/2020 11:02:45 AM,650,63.1,0.149
05/18/2020 11:02:55 AM,660,63.1,0.15
05/18/2020 11:03:05 AM,670,63.1,0.15
05/18/2020 11:03:15 AM,680,63.1,0.148
05/18/2020 11:03:25 AM,690,63.2,0.15
05/18/2020 11:03:35 AM,700,63.3,0.153
05/18/2020 11:03:45 AM,710,63.3,0.155
05/18/2020 11:03:55 AM,720,63.4,0.15
05/18/2020 11:04:05 AM,730,63.4,0.152
05/18/2020 11:04:15 AM,740,63.5,0.151
05/18/2020 11:04:25 AM,750,63.6,0.148
05/18/2020 11:04:35 AM,760,63.7,0.148
05/18/2020 11:04:45 AM,770,63.8,0.151
05/18/2020 11:04:55 AM,780,63.8,0.156
05/18/2020 11:05:05 AM,790,63.8,0.15
05/18/2020 11:05:15 AM,800,63.9,0.153
05/18/2020 11:05:25 AM,810,64,0.15
05/18/2020 11:05:35 AM,820,64,0.151
05/18/2020 11:05:45 AM,830,64.1,0.148
05/18/2020 11:05:55 AM,840,64.1,0.152
05/18/2020 11:06:05 AM,850,64.1,0.151
05/18/2020 11:06:15 AM,860,64.2,0.152
05/18/2020 11:06:25 AM,870,64.2,0.152
05/18/2020 11:06:35 AM,880,64.2,0.15
05/18/2020 11:06:45 AM,890,64.3,0.154
05/18/2020 11:06:55 AM,900,64.3,0.146
05/18/2020 11:07:05 AM,910,64.3,0.149
05/18/2020 11:07:15 AM,920,64.3,0.148
05/18/2020 11:07:25 AM,930,64.3,0.155
05/18/2020 11:07:35 AM,940,64.4,0.15
05/18/2020 11:07:45 AM,950,64.5,0.149
05/18/2020 11:07:55 AM,960,64.6,0.154
05/18/2020 11:08:05 AM,970,64.6,0.151
05/18/2020 11:08:15 AM,980,64.7,0.151
05/18/2020 11:08:25 AM,990,64.7,0.149
05/18/2020 11:08:35 AM,1000,64.8,0.15
05/18/2020 11:08:45 AM,1010,64.8,0.149
05/18/2020 11:08:55 AM,1020,64.8,0.148
05/18/2020 11:09:05 AM,1030,64.9,0.15
05/18/2020 11:09:15 AM,1040,65,0.151
05/18/2020 11:09:25 AM,1050,65.1,0.149
05/18/2020 11:09:35 AM,1060,65,0.148
05/18/2020 11:09:45 AM,1070,65.1,0.15
05/18/2020 11:09:55 AM,1080,65.1,0.155
05/18/2020 11:10:05 AM,1090,65.1,0.149
05/18/2020 11:10:15 AM,1100,65.1,0.15
05/18/2020 11:10:25 AM,1110,65.2,0.156
05/18/2020 11:10:35 AM,1120,65.1,0.152
05/18/2020 11:10:45 AM,1130,65.1,0.149
05/18/2020 11:10:55 AM,1140,65.2,0.148
05/18/2020 11:11:05 AM,1150,65.2,0.157
05/18/2020 11:11:15 AM,1160,65.2,0.155
05/18/2020 11:11:25 AM,1170,65.3,0.151
05/18/2020 11:11:35 AM,1180,65.4,0.152
05/18/2020 11:11:45 AM,1190,65.4,0.153
05/18/2020 11:11:55 AM,1200,65.5,0.151
05/18/2020 11:12:05 AM,1210,65.6,0.15
05/18/2020 11:12:15 AM,1220,65.5,0.156
05/18/2020 11:12:25 AM,1230,65.6,0.15
05/18/2020 11:12:35 AM,1240,65.6,0.152
05/18/2020 11:12:45 AM,1250,65.7,0.157
05/18/2020 11:12:55 AM,1260,65.7,0.157
05/18/2020 11:13:05 AM,1270,65.7,0.153
05/18/2020 11:13:15 AM,1280,65.7,0.158
05/18/2020 11:13:25 AM,1290,65.7,0.153
05/18/2020 11:13:35 AM,1300,65.8,0.152
05/18/2020 11:13:45 AM,1310,65.8,0.157
05/18/2020 11:13:55 AM,1320,65.8,0.152
05/18/2020 11:14:05 AM,1330,65.8,0.157
05/18/2020 11:14:15 AM,1340,65.8,0.157
05/18/2020 11:14:25 AM,1350,65.7,0.154
05/18/2020 11:14:35 AM,1360,65.8,0.153
05/18/2020 11:14:45 AM,1370,65.9,0.15
05/18/2020 11:14:55 AM,1380,65.9,0.153
05/18/2020 11:15:05 AM,1390,66,0.15
05/18/2020 11:15:15 AM,1400,66,0.157
05/18/2020 11:15:25 AM,1410,66.1,0.15
05/18/2020 11:15:35 AM,1420,66.1,0.15
05/18/2020 11:15:45 AM,1430,66.1,0.154
05/18/2020 11:15:55 AM,1440,66.2,0.157
05/18/2020 11:16:05 AM,1450,66.1,0.151
05/18/2020 11:16:15 AM,1460,66.2,0.157
05/18/2020 11:16:25 AM,1470,66.2,0.154
05/18/2020 11:16:35 AM,1480,66.2,0.154
05/18/2020 11:16:45 AM,1490,66.2,0.154
05/18/2020 11:16:55 AM,1500,66.3,0.157
05/18/2020 11:17:05 AM,1510,66.2,0.159
05/18/2020 11:17:15 AM,1520,66.2,0.157
05/18/2020 11:17:25 AM,1530,66.2,0.153
05/18/2020 11:17:35 AM,1540,66.2,0.153
05/18/2020 11:17:45 AM,1550,66.2,0.153
05/18/2020 11:17:55 AM,1560,66.2,0.158
05/18/2020 11:18:05 AM,1570,66.2,0.153
05/18/2020 11:18:15 AM,1580,66.2,0.152
05/18/2020 11:18:25 AM,1590,66.2,0.157
05/18/2020 11:18:35 AM,1600,66.3,0.152
05/18/2020 11:18:45 AM,1610,66.4,0.154
05/18/2020 11:18:55 AM,1620,66.4,0.154
05/18/2020 11:19:05 AM,1630,66.4,0.158
05/18/2020 11:19:15 AM,1640,66.5,0.158
05/18/2020 11:19:25 AM,1650,66.5,0.157
05/18/2020 11:19:35 AM,1660,66.6,0.151
05/18/2020 11:19:45 AM,1670,66.6,0.152
05/18/2020 11:19:55 AM,1680,66.6,0.151
05/18/2020 11:20:05 AM,1690,66.6,0.152
05/18/2020 11:20:15 AM,1700,66.7,0.151
05/18/2020 11:20:25 AM,1710,66.6,0.153
05/18/2020 11:20:35 AM,1720,66.6,0.157
05/18/2020 11:20:45 AM,1730,66.7,0.155
05/18/2020 11:20:55 AM,1740,66.5,0.149
05/18/2020 11:21:05 AM,1750,66.6,0.156
05/18/2020 11:21:15 AM,1760,66.6,0.152
05/18/2020 11:21:25 AM,1770,66.7,0.156
05/18/2020 11:21:35 AM,1780,66.6,0.152
05/18/2020 11:21:45 AM,1790,66.7,0.15
05/18/2020 11:21:55 AM,1800,66.6,0.15
05/18/2020 11:22:05 AM,1810,66.6,0.153
05/18/2020 11:22:15 AM,1820,66.7,0.151
05/18/2020 11:22:25 AM,1830,66.7,0.152
05/18/2020 11:22:35 AM,1840,66.7,0.156
05/18/2020 11:22:45 AM,1850,66.8,0.158
05/18/2020 11:22:55 AM,1860,66.8,0.15
05/18/2020 11:23:05 AM,1870,66.8,0.15
05/18/2020 11:23:15 AM,1880,66.9,0.155
05/18/2020 11:23:25 AM,1890,67,0.15
05/18/2020 11:23:35 AM,1900,67,0.154
05/18/2020 11:23:45 AM,1910,67,0.156
05/18/2020 11:23:55 AM,1920,67.1,0.154
05/18/2020 11:24:05 AM,1930,67,0.153
05/18/2020 11:24:15 AM,1940,67.2,0.152
05/18/2020 11:24:25 AM,1950,67.2,0.149
05/18/2020 11:24:35 AM,1960,67.3,0.154
05/18/2020 11:24:45 AM,1970,67.3,0.152
05/18/2020 11:24:55 AM,1980,67.3,0.149
05/18/2020 11:25:05 AM,1990,67.3,0.15
05/18/2020 11:25:15 AM,2000,67.3,0.153
05/18/2020 11:25:25 AM,2010,67.2,0.15
05/18/2020 11:25:35 AM,2020,67.3,0.151
05/18/2020 11:25:45 AM,2030,67.2,0.149
05/18/2020 11:25:55 AM,2040,67.4,0.155
05/18/2020 11:26:05 AM,2050,67.3,0.153
05/18/2020 11:26:15 AM,2060,67.4,0.153
05/18/2020 11:26:25 AM,2070,67.6,0.148
05/18/2020 11:26:35 AM,2080,67.6,0.15
05/18/2020 11:26:45 AM,2090,67.7,0.156
05/18/2020 11:26:55 AM,2100,67.8,0.149
05/18/2020 11:27:05 AM,2110,67.8,0.153
05/18/2020 11:27:15 AM,2120,67.8,0.154
05/18/2020 11:27:25 AM,2130,67.7,0.151
05/18/2020 11:27:35 AM,2140,67.8,0.149
05/18/2020 11:27:45 AM,2150,67.8,0.153
05/18/2020 11:27:55 AM,2160,67.8,0.149
05/18/2020 11:28:05 AM,2170,67.8,0.157
05/18/2020 11:28:15 AM,2180,67.9,0.156
05/18/2020 11:28:25 AM,2190,67.9,0.152
05/18/2020 11:28:35 AM,2200,67.9,0.15
05/18/2020 11:28:45 AM,2210,67.9,0.157
05/18/2020 11:28:55 AM,2220,67.9,0.156
05/18/2020 11:29:05 AM,2230,67.8,0.153
05/18/2020 11:29:15 AM,2240,67.8,0.155
05/18/2020 11:29:25 AM,2250,67.9,0.151
05/18/2020 11:29:35 AM,2260,67.8,0.156
05/18/2020 11:29:45 AM,2270,67.9,0.157
05/18/2020 11:29:55 AM,2280,67.9,0.149
05/18/2020 11:30:05 AM,2290,67.9,0.15
05/18/2020 11:30:15 AM,2300,68.1,0.152
05/18/2020 11:30:25 AM,2310,68,0.153
05/18/2020 11:30:35 AM,2320,68.1,0.153
05/18/2020 11:30:45 AM,2330,68,0.152
05/18/2020 11:30:55 AM,2340,68.2,0.149
05/18/2020 11:31:05 AM,2350,68.1,0.154
05/18/2020 11:31:15 AM,2360,68.1,0.157
05/18/2020 11:31:25 AM,2370,68.2,0.158
05/18/2020 11:31:35 AM,2380,68.2,0.157
05/18/2020 11:31:45 AM,2390,68.2,0.153
05/18/2020 11:31:55 AM,2400,68.2,0.158
05/18/2020 11:32:05 AM,2410,68.2,0.154
05/18/2020 11:32:15 AM,2420,68.2,0.151
05/18/2020 11:32:25 AM,2430,68.2,0.152
05/18/2020 11:32:35 AM,2440,68.1,0.159
05/18/2020 11:32:45 AM,2450,68.1,0.155
05/18/2020 11:32:55 AM,2460,68.1,0.153
05/18/2020 11:33:05 AM,2470,68.1,0.153
05/18/2020 11:33:15 AM,2480,68.1,0.155
05/18/2020 11:33:25 AM,2490,68.1,0.154
05/18/2020 11:33:35 AM,2500,68.1,0.159
05/18/2020 11:33:45 AM,2510,68.1,0.158
05/18/2020 11:33:55 AM,2520,68.2,0.159
05/18/2020 11:34:05 AM,2530,68.2,0.155
05/18/2020 11:34:15 AM,2540,68.3,0.158
05/18/2020 11:34:25 AM,2550,68.2,0.154
05/18/2020 11:34:35 AM,2560,68.3,0.154
05/18/2020 11:34:45 AM,2570,68.3,0.155
05/18/2020 11:34:55 AM,2580,68.4,0.152
05/18/2020 11:35:05 AM,2590,68.4,0.153
05/18/2020 11:35:15 AM,2600,68.3,0.159
05/18/2020 11:35:25 AM,2610,68.3,0.159
05/18/2020 11:35:35 AM,2620,68.3,0.155
05/18/2020 11:35:45 AM,2630,68.3,0.154
05/18/2020 11:35:55 AM,2640,68.3,0.153
05/18/2020 11:36:05 AM,2650,68.3,0.15
05/18/2020 11:36:15 AM,2660,68.2,0.153
05/18/2020 11:36:25 AM,2670,68.2,0.154
05/18/2020 11:36:35 AM,2680,68.3,0.153
05/18/2020 11:36:45 AM,2690,68.2,0.16
05/18/2020 11:36:55 AM,2700,68.2,0.152
05/18/2020 11:37:05 AM,2710,68.2,0.155
05/18/2020 11:37:15 AM,2720,68.4,0.157
05/18/2020 11:37:25 AM,2730,68.2,0.159
05/18/2020 11:37:35 AM,2740,68.3,0.16
05/18/2020 11:37:45 AM,2750,68.3,0.155
05/18/2020 11:37:55 AM,2760,68.2,0.154
05/18/2020 11:38:05 AM,2770,68.4,0.153
05/18/2020 11:38:15 AM,2780,68.3,0.156
05/18/2020 11:38:25 AM,2790,68.3,0.159
05/18/2020 11:38:35 AM,2800,68.3,0.159
05/18/2020 11:38:45 AM,2810,68.3,0.164
05/18/2020 11:38:55 AM,2820,68.4,0.155
05/18/2020 11:39:05 AM,2830,68.4,0.156
05/18/2020 11:39:15 AM,2840,68.4,0.159
05/18/2020 11:39:25 AM,2850,68.4,0.158
05/18/2020 11:39:35 AM,2860,68.4,0.153
05/18/2020 11:39:45 AM,2870,68.3,0.152
05/18/2020 11:39:55 AM,2880,68.3,0.152
05/18/2020 11:40:05 AM,2890,68.3,0.158
05/18/2020 11:40:15 AM,2900,68.2,0.152
05/18/2020 11:40:25 AM,2910,68.2,0.151
05/18/2020 11:40:35 AM,2920,68.4,0.159
05/18/2020 11:40:45 AM,2930,68.3,0.154
05/18/2020 11:40:55 AM,2940,68.4,0.152
05/18/2020 11:41:05 AM,2950,68.4,0.154
05/18/2020 11:41:15 AM,2960,68.4,0.157
05/18/2020 11:41:25 AM,2970,68.4,0.157
05/18/2020 11:41:35 AM,2980,68.4,0.152
05/18/2020 11:41:45 AM,2990,68.5,0.151
05/18/2020 11:41:55 AM,3000,68.5,0.157
05/18/2020 11:42:05 AM,3010,68.5,0.155
05/18/2020 11:42:15 AM,3020,68.5,0.157
05/18/2020 11:42:25 AM,3030,68.5,0.148
05/18/2020 11:42:35 AM,3040,68.5,0.152
05/18/2020 11:42:45 AM,3050,68.6,0.154
05/18/2020 11:42:55 AM,3060,68.6,0.153
05/18/2020 11:43:05 AM,3070,68.5,0.154
05/18/2020 11:43:15 AM,3080,68.6,0.152
05/18/2020 11:43:25 AM,3090,68.7,0.154
05/18/2020 11:43:35 AM,3100,68.6,0.157
05/18/2020 11:43:45 AM,3110,68.5,0.151
05/18/2020 11:43:55 AM,3120,68.5,0.151
05/18/2020 11:44:05 AM,3130,68.6,0.153
05/18/2020 11:44:15 AM,3140,68.6,0.149
05/18/2020 11:44:25 AM,3150,68.6,0.151
05/18/2020 11:44:35 AM,3160,68.7,0.157
05/18/2020 11:44:45 AM,3170,68.6,0.155
05/18/2020 11:44:55 AM,3180,68.7,0.152
05/18/2020 11:45:05 AM,3190,68.8,0.156
05/18/2020 11:45:15 AM,3200,68.9,0.151
05/18/2020 11:45:25 AM,3210,68.9,0.158
05/18/2020 11:45:35 AM,3220,68.8,0.154
05/18/2020 11:45:45 AM,3230,68.9,0.157
05/18/2020 11:45:55 AM,3240,68.9,0.154
05/18/2020 11:46:05 AM,3250,69,0.153
05/18/2020 11:46:15 AM,3260,69,0.154
05/18/2020 11:46:25 AM,3270,69,0.155
05/18/2020 11:46:35 AM,3280,69,0.153
05/18/2020 11:46:45 AM,3290,68.9,0.153
05/18/2020 11:46:55 AM,3300,69,0.151
05/18/2020 11:47:05 AM,3310,69,0.158
05/18/2020 11:47:15 AM,3320,68.9,0.159
05/18/2020 11:47:25 AM,3330,68.9,0.159
05/18/2020 11:47:35 AM,3340,68.9,0.151
05/18/2020 11:47:45 AM,3350,68.9,0.199
05/18/2020 11:47:55 AM,3360,68.9,0.154
05/18/2020 11:48:05 AM,3370,68.9,0.151
05/18/2020 11:48:15 AM,3380,68.9,0.157
05/18/2020 11:48:25 AM,3390,69,0.159
05/18/2020 11:48:35 AM,3400,69,0.152
05/18/2020 11:48:45 AM,3410,69,0.155
05/18/2020 11:48:55 AM,3420,69.1,0.149
05/18/2020 11:49:05 AM,3430,69.1,0.154
05/18/2020 11:49:15 AM,3440,69.1,0.154
05/18/2020 11:49:25 AM,3450,69.1,0.158
05/18/2020 11:49:35 AM,3460,69.1,0.153
05/18/2020 11:49:45 AM,3470,69.2,0.154
05/18/2020 11:49:55 AM,3480,69.1,0.155
05/18/2020 11:50:05 AM,3490,69.2,0.157
05/18/2020 11:50:15 AM,3500,69.2,0.154
05/18/2020 11:50:25 AM,3510,69.1,0.154
05/18/2020 11:50:35 AM,3520,69.1,0.153
05/18/2020 11:50:45 AM,3530,69.1,0.154
05/18/2020 11:50:55 AM,3540,69.1,0.153
05/18/2020 11:51:05 AM,3550,69.1,0.16
05/18/2020 11:51:15 AM,3560,69.1,0.156
05/18/2020 11:51:25 AM,3570,69,0.159
05/18/2020 11:51:35 AM,3580,69,0.156
05/18/2020 11:51:45 AM,3590,69,0.151
05/18/2020 11:51:55 AM,3600,69,0.155
05/18/2020 11:52:05 AM,3610,69,0.154
05/18/2020 11:52:15 AM,3620,69.1,0.159
05/18/2020 11:52:25 AM,3630,69.1,0.153
05/18/2020 11:52:35 AM,3640,69.1,0.158
05/18/2020 11:52:45 AM,3650,69.1,0.155
05/18/2020 11:52:55 AM,3660,69.1,0.153
05/18/2020 11:53:05 AM,3670,69.1,0.153
05/18/2020 11:53:15 AM,3680,69.1,0.156
05/18/2020 11:53:25 AM,3690,69.2,0.153
05/18/2020 11:53:35 AM,3700,69.2,0.159
05/18/2020 11:53:45 AM,3710,69.1,0.154
05/18/2020 11:53:55 AM,3720,69.2,0.159
05/18/2020 11:54:05 AM,3730,69.2,0.155
05/18/2020 11:54:15 AM,3740,69.1,0.157
05/18/2020 11:54:25 AM,3750,69.1,0.153
05/18/2020 11:54:35 AM,3760,69.1,0.157
05/18/2020 11:54:45 AM,3770,69,0.157
05/18/2020 11:54:55 AM,3780,69,0.157
05/18/2020 11:55:05 AM,3790,69,0.155
05/18/2020 11:55:15 AM,3800,69,0.157
05/18/2020 11:55:25 AM,3810,69.1,0.153
05/18/2020 11:55:35 AM,3820,69,0.161
05/18/2020 11:55:45 AM,3830,69,0.156
05/18/2020 11:55:55 AM,3840,69,0.154
05/18/2020 11:56:05 AM,3850,69.1,0.155
05/18/2020 11:56:15 AM,3860,69.1,0.159
05/18/2020 11:56:25 AM,3870,69.1,0.156
05/18/2020 11:56:35 AM,3880,69.2,0.155
05/18/2020 11:56:45 AM,3890,69.2,0.152
05/18/2020 11:56:55 AM,3900,69.1,0.161
05/18/2020 11:57:05 AM,3910,69.2,0.16
05/18/2020 11:57:15 AM,3920,69.1,0.16
05/18/2020 11:57:25 AM,3930,69.1,0.155
05/18/2020 11:57:35 AM,3940,69.2,0.16
05/18/2020 11:57:45 AM,3950,69.1,0.154
05/18/2020 11:57:55 AM,3960,69,0.154
05/18/2020 11:58:05 AM,3970,69.1,0.155
05/18/2020 11:58:15 AM,3980,69.1,0.162
05/18/2020 11:58:25 AM,3990,69,0.156
05/18/2020 11:58:35 AM,4000,69,0.159
05/18/2020 11:58:45 AM,4010,69,0.158
05/18/2020 11:58:55 AM,4020,69,0.16
05/18/2020 11:59:05 AM,4030,69,0.156
05/18/2020 11:59:15 AM,4040,69,0.155
05/18/2020 11:59:25 AM,4050,69,0.156
05/18/2020 11:59:35 AM,4060,69,0.159
05/18/2020 11:59:45 AM,4070,69.1,0.156
05/18/2020 11:59:55 AM,4080,69.1,0.158
05/18/2020 12:00:05 PM,4090,69,0.155
05/18/2020 12:00:15 PM,4100,69,0.156
05/18/2020 12:00:25 PM,4110,69.1,0.155
05/18/2020 12:00:35 PM,4120,69.2,0.153
05/18/2020 12:00:45 PM,4130,69.2,0.157
05/18/2020 12:00:55 PM,4140,69.2,0.154
05/18/2020 12:01:05 PM,4150,69.2,0.153
05/18/2020 12:01:15 PM,4160,69.2,0.16
05/18/2020 12:01:25 PM,4170,69.2,0.155
05/18/2020 12:01:35 PM,4180,69.1,0.156
05/18/2020 12:01:45 PM,4190,69,0.156
05/18/2020 12:01:55 PM,4200,69.1,0.156
05/18/2020 12:02:05 PM,4210,69.2,0.154
05/18/2020 12:02:15 PM,4220,69.1,0.158
05/18/2020 12:02:25 PM,4230,69,0.154
05/18/2020 12:02:35 PM,4240,69,0.155
05/18/2020 12:02:45 PM,4250,69.1,0.153
05/18/2020 12:02:55 PM,4260,69.1,0.158
05/18/2020 12:03:05 PM,4270,69.1,0.152
05/18/2020 12:03:15 PM,4280,69.3,0.154
05/18/2020 12:03:25 PM,4290,69.4,0.155
05/18/2020 12:03:35 PM,4300,69.3,0.152
05/18/2020 12:03:45 PM,4310,69.4,0.152
05/18/2020 12:03:55 PM,4320,69.4,0.154
05/18/2020 12:04:05 PM,4330,69.3,0.154
05/18/2020 12:04:15 PM,4340,69.5,0.153
05/18/2020 12:04:25 PM,4350,69.4,0.157
05/18/2020 12:04:35 PM,4360,69.4,0.152
05/18/2020 12:04:45 PM,4370,69.5,0.155
05/18/2020 12:05:59 PM,4380,67.8,0.149
05/18/2020 12:06:09 PM,4390,67.8,0.156
05/18/2020 12:06:19 PM,4400,67.7,0.152
05/18/2020 12:06:29 PM,4410,67.4,0.152
05/18/2020 12:06:39 PM,4420,67.5,0.149
05/18/2020 12:06:49 PM,4430,67.6,0.154
05/18/2020 12:06:59 PM,4440,67.7,0.152
05/18/2020 12:07:09 PM,4450,67.8,0.148
05/18/2020 12:07:19 PM,4460,68.1,0.155
05/18/2020 12:07:29 PM,4470,68,0.152
05/18/2020 12:07:39 PM,4480,68.2,0.148
05/18/2020 12:07:49 PM,4490,68.4,0.151
05/18/2020 12:07:59 PM,4500,68.5,0.149
05/18/2020 12:08:09 PM,4510,68.6,0.151
05/18/2020 12:08:19 PM,4520,68.7,0.155
05/18/2020 12:08:29 PM,4530,69,0.151
05/18/2020 12:08:39 PM,4540,69.1,0.155
05/18/2020 12:08:49 PM,4550,69.2,0.147
05/18/2020 12:08:59 PM,4560,69.2,0.148
05/18/2020 12:09:09 PM,4570,69.3,0.152
05/18/2020 12:09:19 PM,4580,69.4,0.149
05/18/2020 12:09:29 PM,4590,69.5,0.151
05/18/2020 12:09:39 PM,4600,69.5,0.151
05/18/2020 12:09:49 PM,4610,69.6,0.151
05/18/2020 12:09:59 PM,4620,69.8,0.156
05/18/2020 12:10:09 PM,4630,69.8,0.152
05/18/2020 12:10:19 PM,4640,69.7,0.156
05/18/2020 12:10:29 PM,4650,69.8,0.153
05/18/2020 12:10:39 PM,4660,69.9,0.149
05/18/2020 12:10:49 PM,4670,70.1,0.15
05/18/2020 12:10:59 PM,4680,70.1,0.155
05/18/2020 12:11:09 PM,4690,70.1,0.156
05/18/2020 12:11:19 PM,4700,70.2,0.157
05/18/2020 12:11:29 PM,4710,70.3,0.149
05/18/2020 12:11:39 PM,4720,70.4,0.151
05/18/2020 12:11:49 PM,4730,70.5,0.157
05/18/2020 12:11:59 PM,4740,70.5,0.152
05/18/2020 12:12:09 PM,4750,70.7,0.153
05/18/2020 12:12:19 PM,4760,70.7,0.154
05/18/2020 12:12:29 PM,4770,70.7,0.15
05/18/2020 12:12:39 PM,4780,70.9,0.151
05/18/2020 12:12:49 PM,4790,70.9,0.152
05/18/2020 12:12:59 PM,4800,70.9,0.153
05/18/2020 12:13:09 PM,4810,71,0.153
05/18/2020 12:13:19 PM,4820,71.2,0.153
05/18/2020 12:13:29 PM,4830,71.1,0.151
05/18/2020 12:13:39 PM,4840,71.1,0.15
05/18/2020 12:13:49 PM,4850,71.3,0.15
05/18/2020 12:13:59 PM,4860,71.3,0.153
05/18/2020 12:14:09 PM,4870,71.2,0.152
05/18/2020 12:14:19 PM,4880,71.4,0.151
05/18/2020 12:14:29 PM,4890,71.4,0.156
05/18/2020 12:14:39 PM,4900,71.4,0.152
05/18/2020 12:14:49 PM,4910,71.6,0.152
05/18/2020 12:14:59 PM,4920,71.5,0.151
05/18/2020 12:15:09 PM,4930,71.7,0.153
05/18/2020 12:15:19 PM,4940,71.8,0.151
05/18/2020 12:15:29 PM,4950,71.8,0.152
05/18/2020 12:15:39 PM,4960,71.8,0.152
05/18/2020 12:15:49 PM,4970,71.9,0.157
05/18/2020 12:15:59 PM,4980,72,0.154
05/18/2020 12:16:09 PM,4990,72,0.152
05/18/2020 12:16:19 PM,5000,72.1,0.152
05/18/2020 12:16:29 PM,5010,72,0.158
05/18/2020 12:16:39 PM,5020,72.1,0.151
05/18/2020 12:16:49 PM,5030,72.1,0.159
05/18/2020 12:16:59 PM,5040,72.2,0.158
05/18/2020 12:17:09 PM,5050,72.2,0.155
05/18/2020 12:17:19 PM,5060,72.3,0.152
05/18/2020 12:17:29 PM,5070,72.4,0.154
05/18/2020 12:17:39 PM,5080,72.3,0.151
05/18/2020 12:17:49 PM,5090,72.5,0.152
05/18/2020 12:17:59 PM,5100,72.5,0.157
05/18/2020 12:18:09 PM,5110,72.5,0.151
05/18/2020 12:18:19 PM,5120,72.6,0.151
05/18/2020 12:18:29 PM,5130,72.8,0.157
05/18/2020 12:18:39 PM,5140,72.8,0.153
05/18/2020 12:18:49 PM,5150,72.8,0.151
05/18/2020 12:18:59 PM,5160,72.9,0.159
05/18/2020 12:19:09 PM,5170,72.9,0.153
05/18/2020 12:19:19 PM,5180,72.9,0.154
05/18/2020 12:19:29 PM,5190,73,0.15
05/18/2020 12:19:39 PM,5200,73,0.148
05/18/2020 12:19:49 PM,5210,73,0.151
05/18/2020 12:19:59 PM,5220,73,0.154
05/18/2020 12:20:09 PM,5230,73,0.153
05/18/2020 12:20:19 PM,5240,73,0.149
05/18/2020 12:20:29 PM,5250,73.2,0.15
