Date and Time,Time (s),Temperature (C),Position (m),Velocity (m/s),Acceleration (m/s²),Temperature (°C)
05/25/2020 5:54:06 PM,9210,39.2,0.15,-3.34E-05,7.96E-08,22.4
05/25/2020 5:54:36 PM,9240,39.1,0.15,-9.56E-07,3.29E-07,22.4
05/25/2020 5:55:06 PM,9270,39,0.15,2.87E-06,1.49E-07,22.4
05/25/2020 5:55:36 PM,9300,39,0.15,-9.56E-07,-7.96E-08,22.4
05/25/2020 5:56:06 PM,9330,39.1,0.15,-6.69E-06,-1.06E-08,22.4
05/25/2020 5:56:36 PM,9360,39.1,0.15,-5.73E-06,1.11E-07,22.4
05/25/2020 5:57:06 PM,9390,39.2,0.15,5.73E-06,1.17E-07,22.4
05/25/2020 5:57:36 PM,9420,39.2,0.15,6.69E-06,1.59E-08,22.4
05/25/2020 5:58:06 PM,9450,39.2,0.15,1.91E-06,-4.25E-08,22.4
05/25/2020 5:58:36 PM,9480,39.3,0.15,9.56E-07,-1.59E-08,22.4
05/25/2020 5:59:06 PM,9510,39.3,0.15,3.82E-06,2.65E-08,22.4
05/25/2020 5:59:36 PM,9540,39.3,0.15,1.91E-06,6.37E-08,22.5
05/25/2020 6:00:06 PM,9570,39.4,0.15,5.73E-06,1.06E-08,22.5
05/25/2020 6:00:36 PM,9600,39.4,0.15,1.05E-05,-1.38E-07,22.5
05/25/2020 6:01:06 PM,9630,39.4,0.15,-2.87E-06,-2.44E-07,22.5
05/25/2020 6:01:36 PM,9660,39.4,0.15,-1.43E-05,-1.11E-07,22.5
05/25/2020 6:02:06 PM,9690,39.4,0.15,-1.34E-05,1.17E-07,22.5
05/25/2020 6:02:36 PM,9720,39.4,0.15,9.56E-07,1.70E-07,22.5
05/25/2020 6:03:06 PM,9750,39.4,0.15,2.87E-06,9.02E-08,22.5
05/25/2020 6:03:36 PM,9780,39.4,0.15,0,3.19E-08,22.5
05/25/2020 6:04:06 PM,9810,39.3,0.15,3.82E-06,1.01E-07,22.5
05/25/2020 6:04:36 PM,9840,39.3,0.15,5.73E-06,1.22E-07,22.4
05/25/2020 6:05:06 PM,9870,39.3,0.15,1.53E-05,-2.65E-08,22.5
05/25/2020 6:05:36 PM,9900,39.2,0.15,1.05E-05,-2.23E-07,22.5
05/25/2020 6:06:06 PM,9930,39.2,0.15,-5.73E-06,-2.65E-07,22.5
05/25/2020 6:06:36 PM,9960,39.2,0.15,-1.34E-05,-6.90E-08,22.4
05/25/2020 6:07:06 PM,9990,39.1,0.15,-8.60E-06,1.54E-07,22.5
05/25/2020 6:07:36 PM,10020,39,0.15,9.56E-07,2.44E-07,22.5
05/25/2020 6:08:06 PM,10050,39,0.15,7.64E-06,2.34E-07,22.5
05/25/2020 6:08:36 PM,10080,39,0.15,1.43E-05,5.84E-08,22.5
05/25/2020 6:09:06 PM,10110,39,0.15,2.01E-05,-2.50E-07,22.5
05/25/2020 6:09:36 PM,10140,39.2,0.15,-9.56E-07,-3.56E-07,22.5
05/25/2020 6:10:06 PM,10170,39.1,0.15,-2.20E-05,-1.27E-07,22.5
05/25/2020 6:10:36 PM,10200,39.2,0.15,-7.64E-06,1.54E-07,22.5
05/25/2020 6:11:06 PM,10230,39.3,0.15,3.82E-06,1.11E-07,22.5
05/25/2020 6:11:36 PM,10260,39.3,0.15,9.56E-07,-5.31E-08,22.5
05/25/2020 6:12:06 PM,10290,39.3,0.15,-1.05E-05,5.31E-09,22.5
05/25/2020 6:12:36 PM,10320,39.4,0.15,-2.87E-06,1.06E-07,22.5
05/25/2020 6:13:06 PM,10350,39.4,0.15,8.60E-06,5.31E-08,22.5
05/25/2020 6:13:36 PM,10380,39.3,0.15,9.56E-07,-5.31E-08,22.4
05/25/2020 6:14:06 PM,10410,39.3,0.15,-4.78E-06,-4.78E-08,22.4
05/25/2020 6:14:36 PM,10440,39.4,0.15,9.56E-07,-2.65E-08,22.4
05/25/2020 6:15:06 PM,10470,39.4,0.15,0,-6.90E-08,22.4
05/25/2020 6:15:36 PM,10500,39.4,0.15,-8.60E-06,-3.72E-08,22.4
05/25/2020 6:16:06 PM,10530,39.4,0.15,-7.64E-06,1.17E-07,22.4
05/25/2020 6:16:36 PM,10560,39.4,0.15,1.91E-06,1.80E-07,22.4
05/25/2020 6:17:06 PM,10590,39.3,0.15,1.05E-05,4.78E-08,22.5
05/25/2020 6:17:36 PM,10620,39.3,0.15,5.73E-06,-6.37E-08,22.5
05/25/2020 6:18:06 PM,10650,39.3,0.15,-2.87E-06,-4.78E-08,22.5
05/25/2020 6:18:36 PM,10680,39.2,0.15,3.82E-06,1.06E-08,22.5
05/25/2020 6:19:06 PM,10710,39.2,0.15,3.82E-06,3.19E-08,22.5
05/25/2020 6:19:36 PM,10740,39.2,0.15,9.56E-07,0,22.5
05/25/2020 6:20:06 PM,10770,39.1,0.15,5.73E-06,-1.06E-08,22.5
05/25/2020 6:20:36 PM,10800,39.1,0.15,1.91E-06,-1.17E-07,22.5
05/25/2020 6:21:06 PM,10830,39,0.15,9.56E-07,-1.91E-07,22.5
05/25/2020 6:21:36 PM,10860,39.1,0.15,-1.53E-05,-5.84E-08,22.5
05/25/2020 6:22:06 PM,10890,39.1,0.15,-1.15E-05,1.17E-07,22.5
05/25/2020 6:22:36 PM,10920,39.3,0.15,3.82E-06,2.34E-07,22.5
05/25/2020 6:23:06 PM,10950,39.3,0.15,2.87E-06,3.45E-07,22.5
05/25/2020 6:23:36 PM,10980,39.3,0.15,1.24E-05,3.98E-07,22.5
05/25/2020 6:24:06 PM,11010,39.4,0.15,4.20E-05,5.31E-08,22.5
05/25/2020 6:24:36 PM,11040,39.4,0.15,3.63E-05,-6.37E-07,22.5
05/25/2020 6:25:06 PM,11070,39.4,0.15,-1.15E-05,-9.18E-07,22.5
05/25/2020 6:25:36 PM,11100,39.4,0.15,-4.87E-05,-3.45E-07,22.5
05/25/2020 6:26:06 PM,11130,39.5,0.15,-3.82E-05,3.77E-07,22.5
05/25/2020 6:26:36 PM,11160,39.4,0.15,9.56E-07,5.41E-07,22.5
05/25/2020 6:27:06 PM,11190,39.4,0.15,6.69E-06,2.76E-07,22.5
05/25/2020 6:27:36 PM,11220,39.5,0.15,3.82E-06,8.49E-08,22.5
05/25/2020 6:28:06 PM,11250,39.5,0.15,8.60E-06,7.43E-08,22.5
05/25/2020 6:28:36 PM,11280,39.4,0.15,1.43E-05,-3.72E-08,22.5
05/25/2020 6:29:06 PM,11310,39.4,0.15,9.56E-06,-2.39E-07,22.5
05/25/2020 6:29:36 PM,11340,39.5,0.15,-3.82E-06,-2.76E-07,22.5
05/25/2020 6:30:06 PM,11370,39.4,0.15,-1.62E-05,-6.90E-08,22.5
05/25/2020 6:30:36 PM,11400,39.3,0.15,-9.56E-06,1.59E-07,22.5
05/25/2020 6:31:06 PM,11430,39.4,0.15,2.87E-06,2.12E-07,22.4
05/25/2020 6:31:36 PM,11460,39.4,0.15,5.73E-06,1.27E-07,22.4
05/25/2020 6:32:06 PM,11490,39.3,0.15,6.69E-06,4.78E-08,22.4
05/25/2020 6:32:36 PM,11520,39.3,0.15,9.56E-06,-5.31E-08,22.3
05/25/2020 6:33:06 PM,11550,39.2,0.15,7.64E-06,-2.12E-07,22.2
05/25/2020 6:33:36 PM,11580,39.2,0.15,-4.78E-06,-2.18E-07,22.1
05/25/2020 6:34:06 PM,11610,39.1,0.15,-1.72E-05,5.31E-09,22.1
05/25/2020 6:34:36 PM,11640,39.1,0.15,-4.78E-06,1.65E-07,22
05/25/2020 6:35:06 PM,11670,39.1,0.15,8.60E-06,2.65E-08,22
05/25/2020 6:35:36 PM,11700,39.1,0.15,-9.56E-07,-1.96E-07,22
05/25/2020 6:36:06 PM,11730,39.1,0.15,-1.62E-05,-1.01E-07,22
05/25/2020 6:36:36 PM,11760,39.2,0.15,-1.53E-05,1.65E-07,22
05/25/2020 6:37:06 PM,11790,39.2,0.15,4.78E-06,2.81E-07,22
05/25/2020 6:37:36 PM,11820,39.3,0.15,7.64E-06,1.91E-07,22
05/25/2020 6:38:06 PM,11850,39.3,0.15,1.15E-05,2.12E-08,22
05/25/2020 6:38:36 PM,11880,39.3,0.15,1.24E-05,-1.17E-07,22
05/25/2020 6:39:06 PM,11910,39.3,0.15,3.82E-06,-2.34E-07,22.1
05/25/2020 6:39:36 PM,11940,39.4,0.15,-5.73E-06,-1.91E-07,22.1
05/25/2020 6:40:06 PM,11970,39.4,0.15,-1.24E-05,1.06E-08,22.1
05/25/2020 6:40:36 PM,12000,39.4,0.15,-5.73E-06,3.50E-07,22.1
05/25/2020 6:41:06 PM,12030,39.4,0.15,5.73E-06,5.10E-07,22.2
05/25/2020 6:41:36 PM,12060,39.4,0.15,3.92E-05,1.27E-07,22.2
05/25/2020 6:42:06 PM,12090,39.3,0.15,3.44E-05,-5.57E-07,22.2
05/25/2020 6:42:36 PM,12120,39.3,0.15,-1.15E-05,-8.44E-07,22.2
05/25/2020 6:43:06 PM,12150,39.3,0.15,-4.40E-05,-3.19E-07,22.2
05/25/2020 6:43:36 PM,12180,39.3,0.15,-3.44E-05,3.50E-07,22.3
05/25/2020 6:44:06 PM,12210,39.2,0.15,0,5.20E-07,22.3
05/25/2020 6:44:36 PM,12240,39.2,0.15,7.64E-06,2.44E-07,22.3
05/25/2020 6:45:06 PM,12270,39.2,0.15,7.64E-06,-7.43E-08,22.3
05/25/2020 6:45:36 PM,12300,39.1,0.15,1.91E-06,3.72E-08,22.3
05/25/2020 6:46:06 PM,12330,39.1,0.15,-7.64E-06,3.19E-07,22.3
05/25/2020 6:46:36 PM,12360,39,0.15,2.96E-05,2.44E-07,22.3
05/25/2020 6:47:06 PM,12390,39.1,0.15,3.73E-05,-2.76E-07,22.3
05/25/2020 6:47:36 PM,12420,39.2,0.16,9.56E-07,-7.11E-07,22.3
05/25/2020 6:48:06 PM,12450,39.2,0.15,-2.87E-05,-4.03E-07,22.3
05/25/2020 6:48:36 PM,12480,39.2,0.15,-3.25E-05,1.70E-07,22.4
05/25/2020 6:49:06 PM,12510,39.4,0.15,-1.91E-06,4.62E-07,22.4
05/25/2020 6:49:36 PM,12540,39.2,0.15,4.78E-06,4.19E-07,22.4
05/25/2020 6:50:06 PM,12570,39.3,0.15,1.72E-05,1.01E-07,22.4
05/25/2020 6:50:36 PM,12600,39.4,0.15,2.39E-05,-2.44E-07,22.4
05/25/2020 6:51:06 PM,12630,39.3,0.15,-2.87E-06,-4.51E-07,22.4
05/25/2020 6:51:36 PM,12660,39.4,0.15,-1.91E-05,-3.29E-07,22.4
05/25/2020 6:52:06 PM,12690,39.4,0.15,-2.10E-05,-5.31E-09,22.4
05/25/2020 6:52:36 PM,12720,39.3,0.15,-1.72E-05,1.86E-07,22.4
05/25/2020 6:53:06 PM,12750,39.3,0.15,-5.73E-06,3.19E-07,22.4
05/25/2020 6:53:36 PM,12780,39.4,0.15,-9.56E-07,3.66E-07,22.4
05/25/2020 6:54:06 PM,12810,39.4,0.15,2.01E-05,2.44E-07,22.4
05/25/2020 6:54:36 PM,12840,39.4,0.15,2.29E-05,-5.31E-08,22.4
05/25/2020 6:55:06 PM,12870,39.3,0.15,1.43E-05,-3.24E-07,22.4
05/25/2020 6:55:36 PM,12900,39.3,0.15,-4.78E-06,-2.92E-07,22.4
05/25/2020 6:56:06 PM,12930,39.3,0.15,-1.05E-05,-1.22E-07,22.4
05/25/2020 6:56:36 PM,12960,39.2,0.15,-4.78E-06,2.65E-08,22.4
05/25/2020 6:57:06 PM,12990,39.2,0.15,-7.64E-06,5.31E-08,22.4
05/25/2020 6:57:36 PM,13020,39.2,0.15,-2.87E-06,5.31E-08,22.4
05/25/2020 6:58:06 PM,13050,39.2,0.15,-2.87E-06,4.25E-08,22.4
05/25/2020 6:58:36 PM,13080,39.1,0.15,0,-1.59E-08,22.4
05/25/2020 6:59:06 PM,13110,39.1,0.15,-2.87E-06,-1.59E-08,22.4
05/25/2020 6:59:36 PM,13140,39.2,0.15,-5.73E-06,1.06E-08,22.4
05/25/2020 7:00:06 PM,13170,39.1,0.15,0,1.17E-07,22.4
05/25/2020 7:00:36 PM,13200,39.1,0.15,-9.56E-07,1.91E-07,22.4
05/25/2020 7:01:06 PM,13230,39.1,0.15,1.34E-05,1.22E-07,22.4
05/25/2020 7:01:36 PM,13260,39.3,0.15,1.53E-05,-8.49E-08,22.4
05/25/2020 7:02:06 PM,13290,39.3,0.15,5.73E-06,-3.19E-07,22.4
05/25/2020 7:02:36 PM,13320,39.3,0.15,-8.60E-06,-9.56E-08,22.4
05/25/2020 7:03:06 PM,13350,39.4,0.15,-2.01E-05,2.92E-07,22.4
05/25/2020 7:03:36 PM,13380,39.4,0.15,2.39E-05,5.15E-07,22.4
05/25/2020 7:04:06 PM,13410,39.4,0.15,2.58E-05,2.50E-07,22.4
05/25/2020 7:04:36 PM,13440,39.4,0.15,3.82E-05,-3.40E-07,22.4
05/25/2020 7:05:06 PM,13470,39.4,0.15,1.05E-05,-6.26E-07,22.4
05/25/2020 7:05:36 PM,13500,39.5,0.16,-2.20E-05,-5.57E-07,22.4
05/25/2020 7:06:06 PM,13530,39.5,0.15,-2.68E-05,-4.25E-08,22.4
05/25/2020 7:06:36 PM,13560,39.4,0.15,-2.48E-05,2.60E-07,22.4
05/25/2020 7:07:06 PM,13590,39.4,0.15,5.73E-06,1.86E-07,22.4
05/25/2020 7:07:36 PM,13620,39.4,0.15,-7.64E-06,2.65E-08,22.4
05/25/2020 7:08:06 PM,13650,39.4,0.15,-1.05E-05,2.12E-08,22.4
05/25/2020 7:08:36 PM,13680,39.4,0.15,-3.82E-06,1.17E-07,22.4
05/25/2020 7:09:06 PM,13710,39.4,0.15,5.73E-06,2.12E-08,22.5
05/25/2020 7:09:36 PM,13740,39.3,0.15,-2.87E-06,-5.84E-08,22.4
05/25/2020 7:10:06 PM,13770,39.3,0.15,-7.64E-06,-5.31E-09,22.4
05/25/2020 7:10:36 PM,13800,39.2,0.15,-9.56E-07,8.49E-08,22.4
05/25/2020 7:11:06 PM,13830,39.2,0.15,2.87E-06,1.38E-07,22.4
05/25/2020 7:11:36 PM,13860,39.2,0.15,1.91E-06,2.07E-07,22.4
05/25/2020 7:12:06 PM,13890,39.1,0.15,1.43E-05,1.65E-07,22.4
05/25/2020 7:12:36 PM,13920,39.1,0.15,2.48E-05,-1.17E-07,22.4
05/25/2020 7:13:06 PM,13950,39.2,0.15,9.56E-06,-4.03E-07,22.4
05/25/2020 7:13:36 PM,13980,39.2,0.15,-1.43E-05,-3.24E-07,22.4
05/25/2020 7:14:06 PM,14010,39.3,0.15,-1.91E-05,-5.31E-09,22.4
05/25/2020 7:14:36 PM,14040,39.3,0.15,-4.78E-06,1.38E-07,22.4
05/25/2020 7:15:06 PM,14070,39.4,0.15,-9.56E-07,4.78E-08,22.4
05/25/2020 7:15:36 PM,14100,39.3,0.15,-7.64E-06,3.72E-08,22.4
05/25/2020 7:16:06 PM,14130,39.4,0.15,-7.64E-06,1.59E-07,22.4
05/25/2020 7:16:36 PM,14160,39.4,0.15,8.60E-06,1.49E-07,22.4
05/25/2020 7:17:06 PM,14190,39.5,0.15,1.15E-05,-5.84E-08,22.4
05/25/2020 7:17:36 PM,14220,39.4,0.15,0,-2.02E-07,22.4
05/25/2020 7:18:06 PM,14250,39.4,0.15,-9.56E-06,-8.49E-08,22.4
05/25/2020 7:18:36 PM,14280,39.4,0.15,-6.69E-06,1.38E-07,22.4
05/25/2020 7:19:06 PM,14310,39.4,0.15,2.87E-06,2.76E-07,22.4
05/25/2020 7:19:36 PM,14340,39.4,0.15,1.24E-05,2.07E-07,22.4
05/25/2020 7:20:06 PM,14370,39.4,0.15,2.10E-05,-4.78E-08,22.4
05/25/2020 7:20:36 PM,14400,39.4,0.15,1.24E-05,-3.34E-07,22.4
05/25/2020 7:21:06 PM,14430,39.4,0.15,-5.73E-06,-3.77E-07,22.4
05/25/2020 7:21:36 PM,14460,39.4,0.15,-2.10E-05,5.31E-08,22.4
05/25/2020 7:22:06 PM,14490,39.3,0.15,-1.34E-05,5.04E-07,22.4
05/25/2020 7:22:36 PM,14520,39.2,0.15,2.96E-05,3.93E-07,22.4
05/25/2020 7:23:06 PM,14550,39.2,0.15,3.44E-05,-2.76E-07,22.4
05/25/2020 7:23:36 PM,14580,39.2,0.16,1.91E-06,-7.27E-07,22.4
05/25/2020 7:24:06 PM,14610,39.1,0.15,-3.54E-05,-3.29E-07,22.4
05/25/2020 7:24:36 PM,14640,39.1,0.15,-3.15E-05,2.71E-07,22.4
05/25/2020 7:25:06 PM,14670,39,0.15,8.60E-06,3.88E-07,22.4
05/25/2020 7:25:36 PM,14700,39.1,0.15,6.69E-06,6.90E-08,22.4
05/25/2020 7:26:06 PM,14730,39.1,0.15,-3.82E-06,-9.02E-08,22.4
05/25/2020 7:26:36 PM,14760,39.3,0.15,-6.69E-06,1.27E-07,22.4
05/25/2020 7:27:06 PM,14790,39.3,0.15,5.73E-06,2.18E-07,22.4
05/25/2020 7:27:36 PM,14820,39.3,0.15,2.01E-05,-2.12E-08,22.4
05/25/2020 7:28:06 PM,14850,39.3,0.15,8.60E-06,-3.50E-07,22.4
05/25/2020 7:28:36 PM,14880,39.4,0.15,-1.34E-05,-3.19E-07,22.4
05/25/2020 7:29:06 PM,14910,39.4,0.15,-2.39E-05,6.90E-08,22.4
05/25/2020 7:29:36 PM,14940,39.4,0.15,-4.78E-06,3.13E-07,22.5
05/25/2020 7:30:06 PM,14970,39.4,0.15,1.24E-05,1.75E-07,22.5
05/25/2020 7:30:36 PM,15000,39.4,0.15,6.69E-06,-1.11E-07,22.5
05/25/2020 7:31:06 PM,15030,39.4,0.15,-3.82E-06,-1.75E-07,22.5
05/25/2020 7:31:36 PM,15060,39.4,0.15,-8.60E-06,1.59E-08,22.4
05/25/2020 7:32:06 PM,15090,39.4,0.15,-3.82E-06,1.96E-07,22.5
05/25/2020 7:32:36 PM,15120,39.4,0.15,9.56E-06,2.28E-07,22.5
05/25/2020 7:33:06 PM,15150,39.4,0.15,1.34E-05,7.43E-08,22.5
05/25/2020 7:33:36 PM,15180,39.3,0.15,1.53E-05,5.31E-09,22.5
05/25/2020 7:34:06 PM,15210,39.3,0.15,3.82E-06,4.78E-08,22.5
05/25/2020 7:34:36 PM,15240,39.3,0.15,2.01E-05,-6.90E-08,22.5
05/25/2020 7:35:06 PM,15270,39.3,0.15,1.72E-05,-3.40E-07,22.5
05/25/2020 7:35:36 PM,15300,39.2,0.15,-1.05E-05,-4.88E-07,22.4
05/25/2020 7:36:06 PM,15330,39.2,0.15,-2.68E-05,-1.59E-07,22.3
05/25/2020 7:36:36 PM,15360,39.1,0.15,-2.39E-05,1.91E-07,22.2
05/25/2020 7:37:06 PM,15390,39,0.15,1.91E-06,2.23E-07,22.1
05/25/2020 7:37:36 PM,15420,39,0.15,-4.78E-06,6.90E-08,22
05/25/2020 7:38:06 PM,15450,39.2,0.15,-5.73E-06,2.57E-21,21.9
05/25/2020 7:38:36 PM,15480,39.1,0.15,-3.82E-06,5.84E-08,21.9
05/25/2020 7:39:06 PM,15510,39.1,0.15,9.56E-07,2.12E-08,21.9
05/25/2020 7:39:36 PM,15540,39.2,0.15,-9.56E-07,-2.12E-08,21.9
05/25/2020 7:40:06 PM,15570,39.2,0.15,-4.78E-06,5.31E-09,21.9
05/25/2020 7:40:36 PM,15600,39.2,0.15,-1.91E-06,6.37E-08,22
05/25/2020 7:41:06 PM,15630,39.3,0.15,2.87E-06,4.78E-08,22
05/25/2020 7:41:36 PM,15660,39.4,0.15,2.87E-06,-3.19E-08,22
05/25/2020 7:42:06 PM,15690,39.4,0.15,-9.56E-07,-3.72E-08,22
05/25/2020 7:42:36 PM,15720,39.4,0.15,-3.82E-06,6.37E-08,22
05/25/2020 7:43:06 PM,15750,39.4,0.15,2.87E-06,1.17E-07,22.1
05/25/2020 7:43:36 PM,15780,39.4,0.15,1.05E-05,3.72E-08,22.1
05/25/2020 7:44:06 PM,15810,39.4,0.15,5.73E-06,-1.06E-07,22.1
05/25/2020 7:44:36 PM,15840,39.4,0.15,0,-1.22E-07,22.1
05/25/2020 7:45:06 PM,15870,39.4,0.15,-5.73E-06,-1.59E-08,22.1
05/25/2020 7:45:36 PM,15900,39.4,0.15,0,1.06E-08,22.2
05/25/2020 7:46:06 PM,15930,39.4,0.15,2.87E-06,5.31E-08,22.2
05/25/2020 7:46:36 PM,15960,39.3,0.15,-6.69E-06,1.27E-07,22.2
05/25/2020 7:47:06 PM,15990,39.3,0.15,1.05E-05,1.27E-07,22.2
05/25/2020 7:47:36 PM,16020,39.2,0.15,1.53E-05,-1.59E-08,22.2
05/25/2020 7:48:06 PM,16050,39.2,0.15,3.82E-06,1.06E-08,22.2
05/25/2020 7:48:36 PM,16080,39.1,0.15,-2.87E-06,3.03E-07,22.2
05/25/2020 7:49:06 PM,16110,39.2,0.15,3.06E-05,1.80E-07,22.2
05/25/2020 7:49:36 PM,16140,39.1,0.15,4.30E-05,-5.04E-07,22.3
05/25/2020 7:50:06 PM,16170,39.1,0.16,-9.56E-06,-9.61E-07,22.3
05/25/2020 7:50:36 PM,16200,39.1,0.15,-5.35E-05,-4.57E-07,22.3
05/25/2020 7:51:06 PM,16230,39.1,0.15,-4.59E-05,3.93E-07,22.3
05/25/2020 7:51:36 PM,16260,39.2,0.15,-2.87E-06,6.58E-07,22.3
05/25/2020 7:52:06 PM,16290,39.2,0.15,1.05E-05,3.82E-07,22.3
05/25/2020 7:52:36 PM,16320,39.3,0.15,8.60E-06,5.84E-08,22.3
05/25/2020 7:53:06 PM,16350,39.3,0.15,1.15E-05,1.06E-07,22.3
05/25/2020 7:53:36 PM,16380,39.3,0.15,6.69E-06,2.07E-07,22.3
05/25/2020 7:54:06 PM,16410,39.4,0.15,3.15E-05,-1.59E-08,22.3
05/25/2020 7:54:36 PM,16440,39.4,0.15,2.58E-05,-4.62E-07,22.3
05/25/2020 7:55:06 PM,16470,39.4,0.16,-1.05E-05,-6.74E-07,22.3
05/25/2020 7:55:36 PM,16500,39.4,0.15,-3.44E-05,-1.65E-07,22.3
05/25/2020 7:56:06 PM,16530,39.4,0.15,-2.96E-05,4.09E-07,22.3
05/25/2020 7:56:36 PM,16560,39.4,0.15,1.53E-05,4.03E-07,22.4
05/25/2020 7:57:06 PM,16590,39.4,0.15,1.34E-05,-3.19E-08,22.4
05/25/2020 7:57:36 PM,16620,39.4,0.15,-4.78E-06,-2.55E-07,22.4
05/25/2020 7:58:06 PM,16650,39.3,0.15,-1.53E-05,5.84E-08,22.4
05/25/2020 7:58:36 PM,16680,39.4,0.15,-1.91E-06,3.03E-07,22.4
05/25/2020 7:59:06 PM,16710,39.3,0.15,2.10E-05,1.17E-07,22.4
05/25/2020 7:59:36 PM,16740,39.3,0.15,1.34E-05,-2.12E-07,22.3
05/25/2020 8:00:06 PM,16770,39.3,0.15,-9.56E-06,-2.50E-07,22.3
05/25/2020 8:00:36 PM,16800,39.2,0.15,-9.56E-06,-3.72E-08,22.3
05/25/2020 8:01:06 PM,16830,39.2,0.15,-9.56E-07,1.59E-08,22.3
05/25/2020 8:01:36 PM,16860,39.2,0.15,-1.91E-06,-1.17E-07,22.4
05/25/2020 8:02:06 PM,16890,39.2,0.15,-1.43E-05,-9.56E-08,22.4
05/25/2020 8:02:36 PM,16920,39.1,0.15,-1.72E-05,5.31E-08,22.4
05/25/2020 8:03:06 PM,16950,39,0.15,-2.87E-06,1.17E-07,22.4
05/25/2020 8:03:36 PM,16980,39.1,0.15,-3.82E-06,6.37E-08,22.4
05/25/2020 8:04:06 PM,17010,39.2,0.15,-6.69E-06,1.06E-07,22.4
05/25/2020 8:04:36 PM,17040,39.2,0.15,-1.91E-06,2.81E-07,22.4
05/25/2020 8:05:06 PM,17070,39.3,0.15,1.43E-05,3.19E-07,22.4
05/25/2020 8:05:36 PM,17100,39.2,0.15,2.58E-05,-5.31E-09,22.4
05/25/2020 8:06:06 PM,17130,39.2,0.15,2.29E-05,-4.46E-07,22.4
05/25/2020 8:06:36 PM,17160,39.4,0.15,-1.15E-05,-4.35E-07,22.4
05/25/2020 8:07:06 PM,17190,39.4,0.15,-2.87E-05,8.49E-08,22.4
05/25/2020 8:07:36 PM,17220,39.4,0.15,-9.56E-07,4.83E-07,22.4
05/25/2020 8:08:06 PM,17250,39.5,0.15,2.77E-05,1.49E-07,22.4
05/25/2020 8:08:36 PM,17280,39.5,0.15,1.91E-05,-3.98E-07,22.4
05/25/2020 8:09:06 PM,17310,39.4,0.15,-2.20E-05,-4.09E-07,22.3
05/25/2020 8:09:36 PM,17340,39.4,0.15,-2.29E-05,7.43E-08,22.2
05/25/2020 8:10:06 PM,17370,39.4,0.15,-3.82E-06,4.72E-07,22.1
05/25/2020 8:10:36 PM,17400,39.4,0.15,1.43E-05,3.93E-07,22.1
05/25/2020 8:11:06 PM,17430,39.4,0.15,2.58E-05,3.72E-08,22
05/25/2020 8:11:36 PM,17460,39.3,0.15,1.82E-05,-1.38E-07,22
05/25/2020 8:12:06 PM,17490,39.3,0.15,-9.56E-07,-1.06E-08,21.9
05/25/2020 8:12:36 PM,17520,39.3,0.15,1.62E-05,7.43E-08,21.9
05/25/2020 8:13:06 PM,17550,39.2,0.15,2.58E-05,-1.75E-07,21.9
05/25/2020 8:13:36 PM,17580,39.2,0.16,4.78E-06,-5.15E-07,21.9
05/25/2020 8:14:06 PM,17610,39.2,0.15,-2.10E-05,-3.98E-07,22
05/25/2020 8:14:36 PM,17640,39.1,0.15,-2.96E-05,-7.43E-08,22
05/25/2020 8:15:06 PM,17670,39,0.15,-1.15E-05,2.02E-07,22
05/25/2020 8:15:36 PM,17700,39,0.15,-1.82E-05,3.08E-07,22
05/25/2020 8:16:06 PM,17730,39,0.15,3.82E-06,1.86E-07,22
05/25/2020 8:16:36 PM,17760,39.2,0.15,1.05E-05,-5.84E-08,22.1
05/25/2020 8:17:06 PM,17790,39.1,0.15,-6.69E-06,-2.65E-07,22.1
05/25/2020 8:17:36 PM,17820,39.2,0.15,-1.82E-05,-9.56E-08,22.1
05/25/2020 8:18:06 PM,17850,39.2,0.15,-1.53E-05,1.75E-07,22.1
05/25/2020 8:18:36 PM,17880,39.2,0.15,1.91E-06,2.44E-07,22.1
05/25/2020 8:19:06 PM,17910,39.3,0.15,4.78E-06,9.56E-08,22.2
05/25/2020 8:19:36 PM,17940,39.4,0.15,5.73E-06,-7.96E-08,22.2
05/25/2020 8:20:06 PM,17970,39.4,0.15,-1.91E-06,-9.56E-08,22.2
05/25/2020 8:20:36 PM,18000,39.4,0.15,-5.73E-06,1.75E-07,22.2
05/25/2020 8:21:06 PM,18030,39.4,0.15,-9.56E-07,4.30E-07,22.2
05/25/2020 8:21:36 PM,18060,39.4,0.15,3.63E-05,2.34E-07,22.2
05/25/2020 8:22:06 PM,18090,39.4,0.15,3.34E-05,-3.45E-07,22.2
05/25/2020 8:22:36 PM,18120,39.4,0.16,1.91E-06,-7.27E-07,22.2
05/25/2020 8:23:06 PM,18150,39.4,0.15,-2.87E-05,-4.14E-07,22.2
05/25/2020 8:23:36 PM,18180,39.4,0.15,-3.25E-05,9.02E-08,22.3
05/25/2020 8:24:06 PM,18210,39.3,0.15,-6.69E-06,3.45E-07,22.3
05/25/2020 8:24:36 PM,18240,39.3,0.15,-3.82E-06,2.65E-07,22.3
05/25/2020 8:25:06 PM,18270,39.3,0.15,4.78E-06,6.37E-08,22.3
05/25/2020 8:25:36 PM,18300,39.2,0.15,3.82E-06,-3.72E-08,22.3
05/25/2020 8:26:06 PM,18330,39.2,0.15,-2.87E-06,-3.72E-08,22.3
05/25/2020 8:26:36 PM,18360,39.2,0.15,-2.87E-06,4.25E-08,22.3
