Date and Time,Time (s),Temperature (C),Position (m),Velocity (m/s),Acceleration (m/s²),Temperature (°C)
05/26/2020 1:37:06 AM,36990,39.2,0.15,3.34E-05,2.44E-07,21.9
05/26/2020 1:37:36 AM,37020,39.3,0.15,3.63E-05,-2.44E-07,21.9
05/26/2020 1:38:06 AM,37050,39.3,0.16,5.73E-06,-6.10E-07,21.9
05/26/2020 1:38:36 AM,37080,39.2,0.15,-1.91E-05,-3.82E-07,21.9
05/26/2020 1:39:06 AM,37110,39.3,0.15,-2.10E-05,-2.12E-08,21.9
05/26/2020 1:39:36 AM,37140,39.2,0.16,-5.73E-06,1.33E-07,21.9
05/26/2020 1:40:06 AM,37170,39.2,0.15,-1.15E-05,1.49E-07,21.9
05/26/2020 1:40:36 AM,37200,39.2,0.15,-4.78E-06,1.17E-07,21.9
05/26/2020 1:41:06 AM,37230,39.2,0.15,4.78E-06,6.37E-08,21.9
05/26/2020 1:41:36 AM,37260,39.2,0.15,-9.56E-07,6.37E-08,21.9
05/26/2020 1:42:06 AM,37290,39.1,0.15,-3.82E-06,1.54E-07,21.9
05/26/2020 1:42:36 AM,37320,39.1,0.15,1.53E-05,1.01E-07,21.9
05/26/2020 1:43:06 AM,37350,39,0.15,1.62E-05,-1.70E-07,22
05/26/2020 1:43:36 AM,37380,39,0.16,-2.87E-06,-3.45E-07,22
05/26/2020 1:44:06 AM,37410,38.9,0.15,-1.62E-05,-1.59E-07,22
05/26/2020 1:44:36 AM,37440,39,0.15,-1.43E-05,7.96E-08,22
05/26/2020 1:45:06 AM,37470,39.1,0.15,-9.56E-07,1.33E-07,22
05/26/2020 1:45:36 AM,37500,39,0.15,-3.82E-06,1.70E-07,22
05/26/2020 1:46:06 AM,37530,39.1,0.15,-2.87E-06,3.13E-07,22
05/26/2020 1:46:36 AM,37560,39.1,0.15,1.82E-05,3.13E-07,22
05/26/2020 1:47:06 AM,37590,39.2,0.15,3.34E-05,1.17E-07,22
05/26/2020 1:47:36 AM,37620,39.2,0.16,1.62E-05,-1.27E-07,22
05/26/2020 1:48:06 AM,37650,39.2,0.16,2.01E-05,-1.06E-07,22
05/26/2020 1:48:36 AM,37680,39.3,0.15,8.60E-06,-4.78E-08,22
05/26/2020 1:49:06 AM,37710,39.3,0.16,2.20E-05,-2.39E-07,22
05/26/2020 1:49:36 AM,37740,39.3,0.15,5.73E-06,-3.77E-07,22
05/26/2020 1:50:06 AM,37770,39.3,0.16,-2.01E-05,-4.30E-07,22
05/26/2020 1:50:36 AM,37800,39.3,0.15,-1.72E-05,-1.33E-07,22
05/26/2020 1:51:06 AM,37830,39.3,0.16,-3.25E-05,1.38E-07,22
05/26/2020 1:51:36 AM,37860,39.3,0.16,-5.73E-06,2.71E-07,22
05/26/2020 1:52:06 AM,37890,39.3,0.15,-6.69E-06,2.76E-07,22
05/26/2020 1:52:36 AM,37920,39.3,0.16,5.73E-06,5.84E-08,22
05/26/2020 1:53:06 AM,37950,39.2,0.15,5.73E-06,-8.49E-08,22
05/26/2020 1:53:36 AM,37980,39.2,0.16,-7.64E-06,-1.59E-07,22
05/26/2020 1:54:06 AM,38010,39.2,0.15,-8.60E-06,1.59E-08,22
05/26/2020 1:54:36 AM,38040,39.2,0.15,-8.60E-06,1.80E-07,22
05/26/2020 1:55:06 AM,38070,39.1,0.15,9.56E-06,1.49E-07,22
05/26/2020 1:55:36 AM,38100,39.1,0.15,6.69E-06,-1.59E-08,22
05/26/2020 1:56:06 AM,38130,39,0.16,2.87E-06,-1.75E-07,22
05/26/2020 1:56:36 AM,38160,39,0.15,-4.78E-06,-1.43E-07,22
05/26/2020 1:57:06 AM,38190,39,0.16,-1.05E-05,-3.19E-08,22
05/26/2020 1:57:36 AM,38220,39,0.15,-5.73E-06,1.01E-07,22
05/26/2020 1:58:06 AM,38250,39,0.15,-1.91E-06,1.11E-07,21.9
05/26/2020 1:58:36 AM,38280,39.1,0.15,4.78E-06,3.19E-08,21.8
05/26/2020 1:59:06 AM,38310,39.1,0.15,-9.56E-07,-3.19E-08,21.7
05/26/2020 1:59:36 AM,38340,39.1,0.15,-9.56E-07,-5.31E-08,21.7
05/26/2020 2:00:06 AM,38370,39.2,0.15,-1.91E-06,-5.84E-08,21.7
05/26/2020 2:00:36 AM,38400,39.2,0.15,-3.82E-06,-6.37E-08,21.7
05/26/2020 2:01:06 AM,38430,39.2,0.15,-8.60E-06,2.12E-08,21.7
05/26/2020 2:01:36 AM,38460,39.2,0.15,-5.73E-06,1.38E-07,21.7
05/26/2020 2:02:06 AM,38490,39.2,0.15,3.82E-06,1.49E-07,21.7
05/26/2020 2:02:36 AM,38520,39.2,0.15,8.60E-06,1.06E-08,21.7
05/26/2020 2:03:06 AM,38550,39.1,0.15,3.82E-06,-7.43E-08,21.7
05/26/2020 2:03:36 AM,38580,39.2,0.15,-3.82E-06,5.31E-09,21.7
05/26/2020 2:04:06 AM,38610,39.2,0.15,2.87E-06,8.49E-08,21.8
05/26/2020 2:04:36 AM,38640,39.2,0.15,1.05E-05,3.72E-08,21.8
05/26/2020 2:05:06 AM,38670,39.2,0.16,4.78E-06,-6.90E-08,21.8
05/26/2020 2:05:36 AM,38700,39.1,0.15,9.56E-07,9.56E-08,21.9
05/26/2020 2:06:06 AM,38730,39.1,0.15,4.63E-19,2.92E-07,21.9
05/26/2020 2:06:36 AM,38760,39,0.16,3.25E-05,9.02E-08,21.9
05/26/2020 2:07:06 AM,38790,39,0.15,2.58E-05,-4.03E-07,21.9
05/26/2020 2:07:36 AM,38820,39,0.16,-8.60E-06,-6.80E-07,21.9
05/26/2020 2:08:06 AM,38850,38.9,0.15,-3.15E-05,-3.03E-07,21.9
05/26/2020 2:08:36 AM,38880,38.8,0.15,-3.25E-05,1.59E-07,21.9
05/26/2020 2:09:06 AM,38910,38.8,0.15,-4.78E-06,2.97E-07,21.9
05/26/2020 2:09:36 AM,38940,39,0.15,-6.69E-06,2.02E-07,21.9
05/26/2020 2:10:06 AM,38970,39.1,0.15,-3.82E-06,1.17E-07,21.9
05/26/2020 2:10:36 AM,39000,39,0.15,2.87E-06,9.02E-08,21.9
05/26/2020 2:11:06 AM,39030,39.1,0.15,6.69E-06,-2.12E-08,21.9
05/26/2020 2:11:36 AM,39060,39.1,0.15,-9.56E-07,-9.02E-08,21.9
05/26/2020 2:12:06 AM,39090,39.2,0.15,-3.82E-06,-3.19E-08,22
05/26/2020 2:12:36 AM,39120,39.2,0.15,-2.87E-06,6.90E-08,21.9
05/26/2020 2:13:06 AM,39150,39.2,0.15,2.87E-06,1.22E-07,22
05/26/2020 2:13:36 AM,39180,39.2,0.15,4.78E-06,1.06E-07,22
05/26/2020 2:14:06 AM,39210,39.2,0.15,1.05E-05,-5.31E-09,22
05/26/2020 2:14:36 AM,39240,39.1,0.15,8.60E-06,-1.38E-07,22
05/26/2020 2:15:06 AM,39270,39.3,0.16,-1.91E-06,-2.18E-07,22
05/26/2020 2:15:36 AM,39300,39.2,0.15,-7.64E-06,-1.17E-07,22
05/26/2020 2:16:06 AM,39330,39.2,0.15,-1.24E-05,5.84E-08,22
05/26/2020 2:16:36 AM,39360,39.2,0.15,-1.91E-06,1.43E-07,22
05/26/2020 2:17:06 AM,39390,39.2,0.15,2.87E-06,1.11E-07,22
05/26/2020 2:17:36 AM,39420,39.2,0.15,2.87E-06,5.31E-09,22
05/26/2020 2:18:06 AM,39450,39.2,0.15,2.87E-06,1.59E-08,22
05/26/2020 2:18:36 AM,39480,39.1,0.15,-9.56E-07,7.43E-08,22
05/26/2020 2:19:06 AM,39510,39.1,0.15,9.56E-06,2.12E-07,22
05/26/2020 2:19:36 AM,39540,39,0.15,9.56E-06,2.44E-07,22
05/26/2020 2:20:06 AM,39570,39,0.16,3.06E-05,-3.19E-08,22
05/26/2020 2:20:36 AM,39600,39,0.15,2.20E-05,-2.55E-07,22
05/26/2020 2:21:06 AM,39630,39,0.16,-8.60E-06,-1.86E-07,22
05/26/2020 2:21:36 AM,39660,38.9,0.15,2.87E-06,1.43E-07,22
05/26/2020 2:22:06 AM,39690,39,0.15,1.62E-05,4.25E-08,22
05/26/2020 2:22:36 AM,39720,39,0.16,2.29E-05,-2.71E-07,22
05/26/2020 2:23:06 AM,39750,39.2,0.16,-2.10E-05,-1.86E-07,22
05/26/2020 2:23:36 AM,39780,39.1,0.16,-8.60E-06,1.59E-08,22
05/26/2020 2:24:06 AM,39810,39.1,0.15,1.43E-05,-3.72E-08,22
05/26/2020 2:24:36 AM,39840,39.2,0.16,-9.56E-06,-3.24E-07,22
05/26/2020 2:25:06 AM,39870,39.2,0.16,-2.68E-05,-2.12E-07,22
05/26/2020 2:25:36 AM,39900,39.2,0.15,-2.58E-05,2.55E-07,22
05/26/2020 2:26:06 AM,39930,39.3,0.16,-7.64E-06,5.15E-07,22
05/26/2020 2:26:36 AM,39960,39.2,0.15,1.72E-05,3.50E-07,22
05/26/2020 2:27:06 AM,39990,39.3,0.15,2.29E-05,-8.49E-08,22
05/26/2020 2:27:36 AM,40020,39.3,0.16,6.69E-06,-2.07E-07,22
05/26/2020 2:28:06 AM,40050,39.3,0.15,-1.24E-05,1.01E-07,22
05/26/2020 2:28:36 AM,40080,39.3,0.15,1.53E-05,1.27E-07,22
05/26/2020 2:29:06 AM,40110,39.3,0.16,3.25E-05,-3.24E-07,22
05/26/2020 2:29:36 AM,40140,39.3,0.16,-1.53E-05,-4.57E-07,22
05/26/2020 2:30:06 AM,40170,39.3,0.15,-4.01E-05,3.13E-07,22
05/26/2020 2:30:36 AM,40200,39.2,0.15,5.73E-06,8.44E-07,22
05/26/2020 2:31:06 AM,40230,39.1,0.16,6.78E-05,1.27E-07,22
05/26/2020 2:31:36 AM,40260,39.1,0.16,2.87E-05,-9.87E-07,22
05/26/2020 2:32:06 AM,40290,39.1,0.16,-4.01E-05,-8.92E-07,22
05/26/2020 2:32:36 AM,40320,39.1,0.15,-6.40E-05,2.44E-07,22
05/26/2020 2:33:06 AM,40350,39.1,0.15,-4.63E-19,9.29E-07,22
05/26/2020 2:33:36 AM,40380,39,0.15,3.25E-05,5.36E-07,22
05/26/2020 2:34:06 AM,40410,39,0.16,3.06E-05,-2.71E-07,22
05/26/2020 2:34:36 AM,40440,39,0.15,1.91E-06,-3.98E-07,22
05/26/2020 2:35:06 AM,40470,39,0.16,-1.82E-05,-9.56E-08,22
05/26/2020 2:35:36 AM,40500,39.1,0.16,9.56E-06,8.49E-08,22
05/26/2020 2:36:06 AM,40530,39.1,0.16,5.73E-06,-2.28E-07,22
05/26/2020 2:36:36 AM,40560,39.3,0.16,-6.69E-06,-5.79E-07,22
05/26/2020 2:37:06 AM,40590,39.3,0.16,-4.30E-05,-3.19E-07,22
05/26/2020 2:37:36 AM,40620,39.3,0.15,-4.59E-05,2.28E-07,22
05/26/2020 2:38:06 AM,40650,39.3,0.15,-1.24E-05,5.31E-07,22
05/26/2020 2:38:36 AM,40680,39.3,0.15,3.82E-06,3.82E-07,22
05/26/2020 2:39:06 AM,40710,39.4,0.15,2.87E-06,1.22E-07,22
05/26/2020 2:39:36 AM,40740,39.3,0.15,7.64E-06,7.43E-08,22
05/26/2020 2:40:06 AM,40770,39.3,0.15,5.73E-06,8.49E-08,22
05/26/2020 2:40:36 AM,40800,39.4,0.16,1.43E-05,1.06E-08,22
05/26/2020 2:41:06 AM,40830,39.3,0.15,1.15E-05,-5.84E-08,22
05/26/2020 2:41:36 AM,40860,39.3,0.16,3.82E-06,-1.06E-07,22
05/26/2020 2:42:06 AM,40890,39.4,0.15,5.73E-06,-7.96E-08,22
05/26/2020 2:42:36 AM,40920,39.2,0.16,9.56E-07,9.02E-08,22
05/26/2020 2:43:06 AM,40950,39.3,0.16,0,2.44E-07,22
05/26/2020 2:43:36 AM,40980,39.2,0.16,2.58E-05,2.07E-07,22
05/26/2020 2:44:06 AM,41010,39.2,0.16,2.48E-05,-1.86E-07,22
05/26/2020 2:44:36 AM,41040,39.2,0.16,1.34E-05,-5.89E-07,22
05/26/2020 2:45:06 AM,41070,39.1,0.15,-2.10E-05,-4.62E-07,22
05/26/2020 2:45:36 AM,41100,39.1,0.16,-3.44E-05,-5.31E-08,22
05/26/2020 2:46:06 AM,41130,39.1,0.15,-1.05E-05,2.97E-07,22
05/26/2020 2:46:36 AM,41160,39,0.16,-6.69E-06,2.12E-07,22
05/26/2020 2:47:06 AM,41190,39.1,0.16,4.78E-06,-7.43E-08,22
05/26/2020 2:47:36 AM,41220,39,0.16,-1.15E-05,-1.06E-07,22
05/26/2020 2:48:06 AM,41250,39.1,0.15,-1.91E-05,5.84E-08,22
05/26/2020 2:48:36 AM,41280,39.1,0.15,-1.91E-06,1.91E-07,21.9
05/26/2020 2:49:06 AM,41310,39.2,0.15,5.73E-06,2.12E-08,21.9
05/26/2020 2:49:36 AM,41340,39.3,0.16,-1.91E-06,-1.80E-07,21.9
05/26/2020 2:50:06 AM,41370,39.4,0.15,-1.53E-05,-1.06E-07,21.9
05/26/2020 2:50:36 AM,41400,39.3,0.15,-1.34E-05,2.97E-07,21.9
05/26/2020 2:51:06 AM,41430,39.3,0.15,-1.91E-06,6.00E-07,21.9
05/26/2020 2:51:36 AM,41460,39.3,0.15,3.82E-05,3.50E-07,21.9
05/26/2020 2:52:06 AM,41490,39.4,0.15,4.11E-05,-3.34E-07,21.9
05/26/2020 2:52:36 AM,41520,39.3,0.16,6.69E-06,-7.91E-07,21.9
05/26/2020 2:53:06 AM,41550,39.4,0.15,-3.06E-05,-2.55E-07,21.9
05/26/2020 2:53:36 AM,41580,39.4,0.16,-3.25E-05,4.99E-07,22
05/26/2020 2:54:06 AM,41610,39.4,0.15,3.44E-05,5.20E-07,22
05/26/2020 2:54:36 AM,41640,39.3,0.16,3.15E-05,-1.49E-07,22
05/26/2020 2:55:06 AM,41670,39.3,0.16,-9.56E-07,-6.26E-07,21.9
05/26/2020 2:55:36 AM,41700,39.3,0.15,-2.39E-05,-2.92E-07,21.9
05/26/2020 2:56:06 AM,41730,39.2,0.15,-2.29E-05,9.02E-08,22
05/26/2020 2:56:36 AM,41760,39.2,0.16,9.56E-07,1.38E-07,22
05/26/2020 2:57:06 AM,41790,39,0.15,-9.56E-06,4.78E-08,22
05/26/2020 2:57:36 AM,41820,39.1,0.16,-1.24E-05,6.90E-08,22
05/26/2020 2:58:06 AM,41850,39,0.15,-9.56E-07,2.18E-07,22
05/26/2020 2:58:36 AM,41880,38.9,0.15,4.78E-06,3.66E-07,22
05/26/2020 2:59:06 AM,41910,38.9,0.15,1.24E-05,4.41E-07,22
05/26/2020 2:59:36 AM,41940,39,0.16,4.01E-05,1.91E-07,22
05/26/2020 3:00:06 AM,41970,39.1,0.16,4.30E-05,-4.30E-07,22
05/26/2020 3:00:36 AM,42000,39.1,0.16,8.60E-06,-8.23E-07,22
05/26/2020 3:01:06 AM,42030,39.2,0.16,-3.34E-05,-4.67E-07,22
05/26/2020 3:01:36 AM,42060,39.2,0.16,-3.15E-05,1.17E-07,22
05/26/2020 3:02:06 AM,42090,39.2,0.16,-9.56E-07,3.45E-07,22
05/26/2020 3:02:36 AM,42120,39.3,0.16,-2.87E-06,2.44E-07,22
05/26/2020 3:03:06 AM,42150,39.3,0.15,0,1.75E-07,22
05/26/2020 3:03:36 AM,42180,39.3,0.16,1.15E-05,7.43E-08,22
05/26/2020 3:04:06 AM,42210,39.3,0.16,1.62E-05,-2.39E-07,22
05/26/2020 3:04:36 AM,42240,39.4,0.16,-5.73E-06,-4.14E-07,22
05/26/2020 3:05:06 AM,42270,39.3,0.16,-2.58E-05,-2.34E-07,22
05/26/2020 3:05:36 AM,42300,39.3,0.16,-2.10E-05,2.87E-07,22
05/26/2020 3:06:06 AM,42330,39.2,0.15,-1.05E-05,6.80E-07,22
05/26/2020 3:06:36 AM,42360,39.2,0.16,3.06E-05,4.72E-07,22
05/26/2020 3:07:06 AM,42390,39.3,0.15,4.49E-05,-2.55E-07,22
05/26/2020 3:07:36 AM,42420,39.3,0.16,8.60E-06,-8.44E-07,22
05/26/2020 3:08:06 AM,42450,39.2,0.16,-3.44E-05,-5.10E-07,22
05/26/2020 3:08:36 AM,42480,39.2,0.15,-4.20E-05,4.30E-07,22
05/26/2020 3:09:06 AM,42510,39.2,0.15,3.82E-06,8.92E-07,22
05/26/2020 3:09:36 AM,42540,39.2,0.16,4.78E-05,3.66E-07,22
05/26/2020 3:10:06 AM,42570,39.1,0.16,3.63E-05,-5.73E-07,22
05/26/2020 3:10:36 AM,42600,39,0.16,-8.60E-06,-8.92E-07,22
05/26/2020 3:11:06 AM,42630,39,0.16,-4.30E-05,-3.34E-07,22
05/26/2020 3:11:36 AM,42660,39,0.15,-3.34E-05,3.29E-07,22
05/26/2020 3:12:06 AM,42690,39,0.15,9.56E-07,4.88E-07,22
05/26/2020 3:12:36 AM,42720,39.2,0.16,6.69E-06,2.12E-07,22
05/26/2020 3:13:06 AM,42750,39.1,0.15,4.78E-06,-6.90E-08,21.9
05/26/2020 3:13:36 AM,42780,39.2,0.16,9.56E-07,-9.02E-08,21.9
05/26/2020 3:14:06 AM,42810,39.2,0.16,-5.73E-06,-5.31E-09,21.9
05/26/2020 3:14:36 AM,42840,39.3,0.16,9.56E-07,3.72E-08,21.8
05/26/2020 3:15:06 AM,42870,39.3,0.15,3.82E-06,1.49E-07,21.8
05/26/2020 3:15:36 AM,42900,39.3,0.16,-1.91E-06,2.02E-07,21.8
05/26/2020 3:16:06 AM,42930,39.3,0.15,2.39E-05,1.22E-07,21.8
05/26/2020 3:16:36 AM,42960,39.3,0.16,1.72E-05,-1.54E-07,21.8
05/26/2020 3:17:06 AM,42990,39.3,0.16,6.69E-06,-3.72E-07,21.8
05/26/2020 3:17:36 AM,43020,39.3,0.15,-1.24E-05,-2.34E-07,21.8
05/26/2020 3:18:06 AM,43050,39.3,0.16,-1.34E-05,-1.01E-07,21.8
05/26/2020 3:18:36 AM,43080,39.4,0.16,-4.78E-06,1.59E-08,21.8
05/26/2020 3:19:06 AM,43110,39.3,0.16,-1.91E-05,1.11E-07,21.8
05/26/2020 3:19:36 AM,43140,39.3,0.15,-3.82E-06,3.56E-07,21.8
05/26/2020 3:20:06 AM,43170,39.3,0.16,5.73E-06,5.31E-07,21.8
05/26/2020 3:20:36 AM,43200,39.3,0.16,3.44E-05,2.65E-07,21.9
05/26/2020 3:21:06 AM,43230,39.2,0.16,3.82E-05,-3.34E-07,21.9
05/26/2020 3:21:36 AM,43260,39.2,0.16,1.15E-05,-8.02E-07,21.9
05/26/2020 3:22:06 AM,43290,39.2,0.16,-3.15E-05,-4.94E-07,21.9
05/26/2020 3:22:36 AM,43320,39.2,0.16,-4.01E-05,1.86E-07,21.9
05/26/2020 3:23:06 AM,43350,39.1,0.15,9.56E-07,5.26E-07,21.9
05/26/2020 3:23:36 AM,43380,39.1,0.16,1.24E-05,2.81E-07,21.9
05/26/2020 3:24:06 AM,43410,39,0.16,1.05E-05,7.96E-08,21.9
05/26/2020 3:24:36 AM,43440,39.2,0.16,9.56E-07,1.06E-07,21.9
05/26/2020 3:25:06 AM,43470,39.1,0.16,2.68E-05,-3.19E-08,21.9
05/26/2020 3:25:36 AM,43500,39.2,0.16,1.53E-05,-3.66E-07,21.9
05/26/2020 3:26:06 AM,43530,39.3,0.16,-9.56E-06,-5.52E-07,21.9
05/26/2020 3:26:36 AM,43560,39.3,0.15,-2.87E-05,-4.78E-08,21.9
05/26/2020 3:27:06 AM,43590,39.4,0.16,-2.87E-05,5.31E-07,21.9
05/26/2020 3:27:36 AM,43620,39.4,0.16,2.58E-05,6.05E-07,21.9
05/26/2020 3:28:06 AM,43650,39.5,0.16,3.15E-05,-1.06E-08,21.9
05/26/2020 3:28:36 AM,43680,39.4,0.16,2.01E-05,-6.26E-07,22
05/26/2020 3:29:06 AM,43710,39.5,0.16,-2.48E-05,-4.83E-07,22
05/26/2020 3:29:36 AM,43740,39.5,0.16,-3.06E-05,2.12E-08,22
05/26/2020 3:30:06 AM,43770,39.5,0.15,-4.78E-06,3.77E-07,21.9
05/26/2020 3:30:36 AM,43800,39.4,0.16,3.82E-06,2.18E-07,22
05/26/2020 3:31:06 AM,43830,39.4,0.16,8.60E-06,-1.17E-07,22
05/26/2020 3:31:36 AM,43860,39.4,0.16,-4.78E-06,-3.08E-07,22
05/26/2020 3:32:06 AM,43890,39.4,0.16,-1.72E-05,-2.12E-07,22
05/26/2020 3:32:36 AM,43920,39.4,0.16,-2.58E-05,1.06E-07,22
05/26/2020 3:33:06 AM,43950,39.4,0.15,-8.60E-06,3.03E-07,22
05/26/2020 3:33:36 AM,43980,39.3,0.16,5.73E-06,2.92E-07,22
05/26/2020 3:34:06 AM,44010,39.4,0.16,5.73E-06,2.28E-07,22
05/26/2020 3:34:36 AM,44040,39.3,0.15,1.24E-05,2.23E-07,22
05/26/2020 3:35:06 AM,44070,39.3,0.16,2.58E-05,2.65E-08,22
05/26/2020 3:35:36 AM,44100,39.2,0.16,2.58E-05,-3.82E-07,22
05/26/2020 3:36:06 AM,44130,39.1,0.16,-2.87E-06,-5.84E-07,22
05/26/2020 3:36:36 AM,44160,39.1,0.16,-2.77E-05,-3.29E-07,22
05/26/2020 3:37:06 AM,44190,39.2,0.15,-2.58E-05,1.75E-07,22
05/26/2020 3:37:36 AM,44220,39.2,0.16,-1.05E-05,3.93E-07,22
05/26/2020 3:38:06 AM,44250,39.2,0.16,1.15E-05,2.23E-07,22
05/26/2020 3:38:36 AM,44280,39.3,0.16,5.73E-06,-4.25E-08,22
05/26/2020 3:39:06 AM,44310,39.3,0.16,-1.91E-06,-1.38E-07,22
05/26/2020 3:39:36 AM,44340,39.4,0.15,-4.78E-06,-3.19E-08,22
05/26/2020 3:40:06 AM,44370,39.4,0.16,-2.87E-06,1.96E-07,22
05/26/2020 3:40:36 AM,44400,39.4,0.16,9.56E-07,3.72E-07,22
05/26/2020 3:41:06 AM,44430,39.4,0.16,2.77E-05,1.96E-07,22
05/26/2020 3:41:36 AM,44460,39.4,0.16,3.15E-05,-3.45E-07,22
05/26/2020 3:42:06 AM,44490,39.4,0.16,1.91E-06,-7.22E-07,22
05/26/2020 3:42:36 AM,44520,39.5,0.16,-3.54E-05,-4.14E-07,22
05/26/2020 3:43:06 AM,44550,39.5,0.16,-3.54E-05,2.18E-07,22
05/26/2020 3:43:36 AM,44580,39.5,0.15,-5.73E-06,5.31E-07,21.9
05/26/2020 3:44:06 AM,44610,39.4,0.16,1.15E-05,3.88E-07,21.9
05/26/2020 3:44:36 AM,44640,39.4,0.15,1.34E-05,2.76E-07,21.9
05/26/2020 3:45:06 AM,44670,39.3,0.16,1.53E-05,2.18E-07,21.9
05/26/2020 3:45:36 AM,44700,39.3,0.15,4.01E-05,-6.37E-08,21.9
05/26/2020 3:46:06 AM,44730,39.3,0.16,2.39E-05,-5.10E-07,21.9
05/26/2020 3:46:36 AM,44760,39.3,0.16,-6.69E-06,-6.26E-07,21.9
05/26/2020 3:47:06 AM,44790,39.3,0.16,-2.96E-05,-2.28E-07,21.9
05/26/2020 3:47:36 AM,44820,39.2,0.16,-1.91E-05,4.25E-08,21.9
05/26/2020 3:48:06 AM,44850,39.2,0.16,-4.78E-06,3.19E-08,21.9
05/26/2020 3:48:36 AM,44880,39.2,0.16,-2.39E-05,5.84E-08,21.9
05/26/2020 3:49:06 AM,44910,39.2,0.15,-1.91E-05,2.65E-07,21.9
05/26/2020 3:49:36 AM,44940,39.1,0.15,5.73E-06,3.61E-07,21.9
05/26/2020 3:50:06 AM,44970,39.1,0.16,1.34E-05,1.22E-07,21.9
05/26/2020 3:50:36 AM,45000,39.2,0.16,8.60E-06,-7.43E-08,21.9
05/26/2020 3:51:06 AM,45030,39.2,0.16,0,-1.06E-08,21.9
05/26/2020 3:51:36 AM,45060,39.3,0.16,5.73E-06,3.19E-08,21.9
05/26/2020 3:52:06 AM,45090,39.3,0.16,1.43E-05,-8.49E-08,21.9
05/26/2020 3:52:36 AM,45120,39.4,0.16,0,-2.12E-07,21.9
05/26/2020 3:53:06 AM,45150,39.4,0.16,-9.56E-06,-7.96E-08,22
05/26/2020 3:53:36 AM,45180,39.4,0.15,-8.60E-06,1.49E-07,22
05/26/2020 3:54:06 AM,45210,39.4,0.16,8.60E-06,1.11E-07,22
05/26/2020 3:54:36 AM,45240,39.4,0.16,8.60E-06,-2.65E-08,22
05/26/2020 3:55:06 AM,45270,39.4,0.16,-6.69E-06,-1.59E-08,22
05/26/2020 3:55:36 AM,45300,39.4,0.16,1.91E-06,1.65E-07,22
05/26/2020 3:56:06 AM,45330,39.4,0.16,1.24E-05,1.17E-07,22
05/26/2020 3:56:36 AM,45360,39.5,0.16,1.91E-05,-2.12E-07,21.9
05/26/2020 3:57:06 AM,45390,39.4,0.16,-2.87E-06,-3.98E-07,21.9
05/26/2020 3:57:36 AM,45420,39.4,0.16,-2.10E-05,-1.70E-07,21.9
05/26/2020 3:58:06 AM,45450,39.4,0.16,-1.91E-05,2.60E-07,21.9
05/26/2020 3:58:36 AM,45480,39.4,0.16,4.78E-06,3.45E-07,21.9
05/26/2020 3:59:06 AM,45510,39.3,0.16,1.82E-05,7.43E-08,21.9
05/26/2020 3:59:36 AM,45540,39.1,0.16,3.82E-06,-1.49E-07,21.9
05/26/2020 4:00:06 AM,45570,39.2,0.16,-4.78E-06,-6.90E-08,21.9
05/26/2020 4:00:36 AM,45600,39.2,0.16,9.56E-07,9.56E-08,21.9
05/26/2020 4:01:06 AM,45630,39.2,0.16,8.60E-06,5.31E-08,21.9
05/26/2020 4:01:36 AM,45660,39.1,0.16,7.64E-06,-1.01E-07,21.9
05/26/2020 4:02:06 AM,45690,39.1,0.16,-1.91E-06,-1.22E-07,21.9
05/26/2020 4:02:36 AM,45720,39.1,0.16,-6.69E-06,-4.78E-08,21.9
05/26/2020 4:03:06 AM,45750,39.1,0.16,9.56E-07,-2.65E-08,21.8
05/26/2020 4:03:36 AM,45780,39.1,0.16,-3.82E-06,-1.17E-07,21.7
05/26/2020 4:04:06 AM,45810,39.2,0.16,-9.56E-06,-1.27E-07,21.6
05/26/2020 4:04:36 AM,45840,39.2,0.16,-1.72E-05,6.37E-08,21.5
05/26/2020 4:05:06 AM,45870,39.2,0.16,-8.60E-06,1.70E-07,21.4
05/26/2020 4:05:36 AM,45900,39.2,0.16,6.69E-06,1.33E-07,21.4
05/26/2020 4:06:06 AM,45930,39.2,0.16,-2.87E-06,7.96E-08,21.5
05/26/2020 4:06:36 AM,45960,39.2,0.16,9.56E-07,8.49E-08,21.6
05/26/2020 4:07:06 AM,45990,39.3,0.15,1.15E-05,2.65E-08,21.6
05/26/2020 4:07:36 AM,46020,39.2,0.16,7.64E-06,1.06E-08,21.6
05/26/2020 4:08:06 AM,46050,39.2,0.16,-4.78E-06,1.49E-07,21.6
05/26/2020 4:08:36 AM,46080,39.2,0.16,1.91E-05,1.43E-07,21.6
05/26/2020 4:09:06 AM,46110,39.2,0.16,2.68E-05,-1.65E-07,21.6
05/26/2020 4:09:36 AM,46140,39.2,0.16,1.91E-06,-4.41E-07,21.6
05/26/2020 4:10:06 AM,46170,39.1,0.16,-1.72E-05,-1.91E-07,21.7
05/26/2020 4:10:36 AM,46200,39.1,0.16,-1.62E-05,9.56E-08,21.7
05/26/2020 4:11:06 AM,46230,39.1,0.16,1.05E-05,9.02E-08,21.8
05/26/2020 4:11:36 AM,46260,39.1,0.16,-8.60E-06,3.19E-08,21.8
05/26/2020 4:12:06 AM,46290,39,0.16,-8.60E-06,6.37E-08,21.8
05/26/2020 4:12:36 AM,46320,39,0.16,8.60E-06,9.56E-08,21.8
05/26/2020 4:13:06 AM,46350,38.9,0.16,4.78E-06,-1.59E-07,21.8
